Reparto,Classe,Categoria,Codice,Descrizione,Valore,Mese,U.M.A.,U.M.C.,Coeff Conv,Euro Medio,Quantita,Anno
CUCINA,FOOD - ,PESCEFRE - ,FOO.PES.00014,SPIGOLA  A,760.3255,08,KG,GR,1000.0,22.5558,25.1,2024
CUCINA,FOOD - ,PESCEFRE - ,FOO.PES.00015,TONNO FILETTO PINNA GIALLA SV,147.842,08,KG,GR,1000.0,20.0,8.147,2024
CUCINA,FOOD - ,PESCEFRE - ,FOO.PES.00023,PAGELLO,52.0,08,KG,GR,1000.0,40.0,1.3,2024
CUCINA,FOOD - ,PESCESUR - ,FOO.PES.00004,POLPO T5 MAROCCO GELO,301.2881,08,KG,GR,1000.0,13.1174,22,2024
CUCINA,FOOD - ,PESCESUR - ,FOO.PES.00005,SEPPIA PULITA 1/2 GELO,352.8225,08,KG,GR,1000.0,9.2578,41.5,2024
CUCINA,FOOD - ,PESCESUR - ,FOO.PES.00007,MAZZANCOLLE 40/60 KG 1,10.5,08,KG,GR,1000.0,10.5,1,2024
CUCINA,FOOD - ,PESCESUR - ,FOO.PES.00012,CALAMARI PULITI U5 IQF,372.7224,08,KG,GR,1000.0,12.1796,35.5,2024
CUCINA,FOOD - ,PESCESUR - ,FOO.PES.00016,SALMONE AFFUMICATO GELO,82.0671,08,KG,GR,1000.0,33.5247,2.8,2024
CUCINA,FOOD - ,PESCESUR - ,FOO.PES.00017,MAZZANCOLLE 50/60 KG 2,105.7223,08,KG,GR,1000.0,6.4074,16.5,2024
CUCINA,FOOD - ,PESCESUR - ,FOO.PES.00018,POLIPETTI 20/40,24.3405,08,KG,GR,1000.0,6.6339,3.6,2024
CUCINA,FOOD - ,PESCESUR - ,FOO.PES.00019,POLPO TENTACOLI COTTI 70/120,294.689,08,KG,GR,1000.0,10.0858,17,2024
CUCINA,FOOD - ,RISO - ,FOO.RIS.00001,RISO BASMATI,23.4,08,KG,GR,1000.0,3.9,6,2024
CUCINA,FOOD - ,RISO - ,FOO.RIS.00002,RISO ARBORIO,21.8945,08,KG,GR,1000.0,2.1895,10,2024
CUCINA,FOOD - ,RISO - ,FOO.RIS.0003,RISO CARNAROLI CASCINA SAN MAGLIOLO,85.0,08,KG,GR,1000.0,5.0,17,2024
CUCINA,FOOD - ,SALUMI - ,FOO.SAL.00007,PROSCIUTTO CRUDO DOLCE CUORE,169.6568,08,KG,GR,1000.0,9.7825,12.22,2024
CUCINA,FOOD - ,SALUMI - ,FOO.SAL.00009,BRESAOLA,114.4309,08,KG,GR,1000.0,27.1163,4.22,2024
CUCINA,FOOD - ,SCATOLAM - ,FOO.SCA.00002,MAIS IN SCATOLA 326GRX24PZ,5.8598,08,PZ,PZ,1.0,1.1372,4,2024
CUCINA,FOOD - ,SCATOLAM - ,FOO.SCA.00003,POMODORINI POMILIA 400GRX24PZ,20.97,08,PZ,PZ,1.0,1.0485,20,2024
CUCINA,FOOD - ,SCATOLAM - ,FOO.SCA.00012,FAGIOLI BORLOTTI 400GRX12PZ,5.1114,08,PZ,PZ,1.0,0.8551,6,2024
CUCINA,FOOD - ,SCATOLAM - ,FOO.SCA.00015,"PELATI 2,5KG",27.5587,08,PZ,PZ,1.0,1.5428,16,2024
CUCINA,FOOD - ,SCATOLAM - ,FOO.SCA.00016,POMODORINI DATTERINI PIENNOLO,4.42,08,KG,GR,1000.0,5.8857,0.85,2024
CUCINA,FOOD - ,SCATOLAM - ,FOO.SCA.00017,TONNO VIANDER KG 1,50.0,08,KG,GR,1000.0,10.0,5,2024
CUCINA,FOOD - ,SCATOLAM - ,FOO.SCA.00018,TONNO DELFINO 870GR,86.88,08,PZ,PZ,1.0,14.48,6,2024
CUCINA,FOOD - ,SEMILDOL - ,FOO.SDO.00052,BISCOTTO X GELATO CIALDA 400PZ,22.7273,08,KG,GR,1.0,22.7273,1,2024
CUCINA,FOOD - ,SEMILDOL - ,FOO.SDO.00054,TOPPING ALLA FRAGOLA 950GR,20.4,08,PZ,PZ,1.0,9.8,2,2024
CUCINA,FOOD - ,SEMILDOL - ,FOO.SDO.00056,TOPPING AL CIOCCOLATO 950 GR,20.4,08,PZ,PZ,1.0,10.2,2,2024
CUCINA,FOOD - ,SEMILDOL - ,FOO.SDO.00057,MIELE RIGONI GR 300,8.0,08,PZ,PZ,1.0,8.0,1,2024
CUCINA,FOOD - ,SEMILSAL - ,FOO.SSA.00010,FRITTO MISTO 6KG,213.286,08,KG,KG,1.0,7.179,30,2024
CUCINA,FOOD - ,SEMILSAL - ,FOO.SSA.00016,"PATATE SURGELATE STICK 2,5KG X 4PZ",23.3985,08,KG,GR,1000.0,2.1822,9.5,2024
CUCINA,FOOD - ,SEMILSAL - ,FOO.SSA.00018,FOCACCIA TRANCIO 180GR 10CFX3PZ,40.0,08,CF,CF,1.0,5.0,8,2024
CUCINA,FOOD - ,SEMILSAL - ,FOO.SSA.00019,"PATATE DIPPERS 2,5 KG X 4 PZ",108.9926,08,KG,GR,1000.0,2.8698,37.5,2024
CUCINA,FOOD - ,SEMILSAL - ,FOO.SSA.00020,"PIZZA MARGHERITA 1,2KGX4PZ",25.7911,08,PZ,PZ,1.0,6.5308,4,2024
CUCINA,FOOD - ,SEMILSAL - ,FOO.SSA.00023,BASE PER PIZZA 33CM 20PZ,34.896,08,PZ,PZ,1.0,1.454,24,2024
CUCINA,FOOD - ,SNACKSAL - ,FOO.SNS.00011,OLIVE NERE,30.2556,08,KG,KG,1.0,7.8546,4,2024
CUCINA,FOOD - ,SNACKSAL - ,FOO.SNS.00018,OLIVE NERE DENOCCIOLATE,14.2,08,KG,GR,1000.0,7.55,2,2024
CUCINA,FOOD - ,SPEZIECO - ,FOO.SPE.00001,ACETO DI VINO BIANCO,8.0109,08,LT,LT,1.0,0.8144,10,2024
CUCINA,FOOD - ,SPEZIECO - ,FOO.SPE.00010,SALE FINO 1KG,2.1681,08,KG,KG,1.0,0.3942,5.5,2024
CUCINA,FOOD - ,SPEZIECO - ,FOO.SPE.00013,KETCHUP 875ML,13.98,08,PZ,PZ,1.0,4.7533,3,2024
CUCINA,FOOD - ,SPEZIECO - ,FOO.SPE.00014,MAIONESE BIFFI 875ML,24.6526,08,PZ,PZ,1.0,5.7412,4,2024
CUCINA,FOOD - ,SPEZIECO - ,FOO.SPE.00017,SALE GROSSO 1KG,1.9869,08,KG,KG,1.0,0.3974,5,2024
CUCINA,FOOD - ,SPEZIECO - ,FOO.SPE.00028,SALSA CAESAR SALAD 850GR,17.4564,08,PZ,PZ,1.0,5.842,3,2024
CUCINA,FOOD - ,SPEZIECO - ,FOO.SPE.00033,SALE MALDON 250GR,2.5,08,KG,GR,1000.0,20.0,0.125,2024
CUCINA,FOOD - ,VERDURA - ,FOO.VER.00001,CIPOLLA,30.4031,08,KG,KG,1.0,1.5472,19.65,2024
CUCINA,FOOD - ,VERDURA - ,FOO.VER.00002,AGLIO,4.466,08,KG,KG,1.0,2.9773,1.5,2024
CUCINA,FOOD - ,VERDURA - ,FOO.VER.00003,CIPOLLA ROSSA DI TROPEA,43.75,08,KG,KG,1.0,2.5,17.5,2024
CUCINA,PULIZIA - ,DETERGEN - ,PUL.DET.00007,BRILLANTANTE LAVAST.TOPRINSE ECOLAB 5L,51.2528,08,PZ,PZ,1.0,34.8149,2,2024
CUCINA,PULIZIA - ,DETERGEN - ,PUL.DET.00009,SGRASSATORE CHANTECLAIR 600MLX12PZ,2.04,08,PZ,PZ,1.0,2.503,1,2024
CUCINA,PULIZIA - ,DETERGEN - ,PUL.DET.00018,ANTICALCARE VIAKAL 470MLX10PZ,1.3636,08,PZ,PZ,1.0,1.3636,1,2024
CUCINA,PULIZIA - ,DETERGEN - ,PUL.DET.00039,DETERGENTE PIATTI SVELTO 10KG,29.4569,08,PZ,PZ,0.0,14.7262,2,2024
CUCINA,PULIZIA - ,DETERGEN - ,PUL.DET.00046,DETERSIVO LAVAST. TOPMATIC ECOLAB 25LT,290.9,08,PZ,PZ,1.0,145.45,2,2024
CUCINA,PULIZIA - ,DETERGEN - ,PUL.DET.00047,ANTICALCARE ATA VIA CALCARE,3.0,08,PZ,PZ,1.0,3.0,1,2024
CUCINA,PULIZIA - ,STRPULIZ - ,PUL.STR.00001,PALETTA CON MANICO,7.2912,08,PZ,PZ,1.0,2.4304,3,2024
CUCINA,PULIZIA - ,STRPULIZ - ,PUL.STR.00005,BASTONE PER SCOPA,3.687,08,PZ,PZ,1.0,1.229,3,2024
CUCINA,PULIZIA - ,STRPULIZ - ,PUL.STR.00009,PAGLIETTE D'ACCIAIO 1CFX10PZ,16.177,08,PZ,PZ,1.0,1.6177,10,2024
CUCINA,PULIZIA - ,STRPULIZ - ,PUL.STR.00013,SPUGNE SCOTCH-BRITE 3PZ X 40 CF,4.1008,08,CF,CF,1.0,0.9905,5,2024
CUCINA,PULIZIA - ,STRPULIZ - ,PUL.STR.00016,GUANTI MONOUSO 100PZ MISURA L,6.8182,08,CF,CF,1.0,3.4091,2,2024
CUCINA,PULIZIA - ,STRPULIZ - ,PUL.STR.00019,GUANTI MARIGOLD MISURA M,3.45,08,CF,CF,1.0,1.15,3,2024
CUCINA,PULIZIA - ,STRPULIZ - ,PUL.STR.00020,GUANTI MONOUSO 100PZ MISURA M,4.5,08,CF,CF,1.0,4.5,1,2024
CUCINA,PULIZIA - ,STRPULIZ - ,PUL.STR.00022,PANNO VILEDA PVA BLU 5PZ,22.258,08,PZ,PZ,0.0,2.5203,10,2024
CUCINA,PULIZIA - ,STRPULIZ - ,PUL.STR.00023,PANNO VILEDA PVA ROSA 5PZ,17.525,08,PZ,PZ,0.0,2.2635,10,2024
CUCINA,PULIZIA - ,STRPULIZ - ,PUL.STR.00024,PANNO VILEDA PVA GIALLO 5PZ,28.0,08,PZ,PZ,0.0,2.4222,10,2024
CUCINA,PULIZIA - ,STRPULIZ - ,PUL.STR.00031,SCOPA VILEDA,8.6235,08,PZ,PZ,1.0,2.9996,3,2024
CUCINA,PULIZIA - ,STRPULIZ - ,PUL.STR.00036,PANNO PER PAVIMENTI,7.6572,08,PZ,PZ,1.0,1.9254,4,2024
CUCINA,VARIE - ,AMENCAME - ,VAR.AME.00001,CESTINI,2.5,08,PZ,PZ,1.0,2.5,1,2024
CUCINA,VARIE - ,CANCELLE - ,VAR.CAN.00018,SCOTCH 50MMX66M,1.4013,08,PZ,PZ,1.0,1.4013,1,2024
CUCINA,VARIE - ,CARTBUSA - ,VAR.CAR.00005,BUSTE SPAZZATURA 90X120 20KG,223.143,08,CT,CT,1.0,35.5953,6,2024
CUCINA,VARIE - ,CARTBUSA - ,VAR.CAR.00015,BOBINA CARTA STRONG 800 STRAPPIX10,41.9265,08,PZ,PZ,1.0,3.7585,11,2024
CUCINA,VARIE - ,PROCUCIN - ,VAR.PCU.00003,CARTA FORNO 40X60 FOGLI,19.7121,08,CF,CF,1.0,6.5707,3,2024
CUCINA,VARIE - ,PROCUCIN - ,VAR.PCU.00005,BUSTE SOTTOVUOTO 30X40 100PZ,22.5,08,CF,PZ,100.0,22.5,1,2024
CUCINA,VARIE - ,PROCUCIN - ,VAR.PRO.00001,CARTA PELLICOLA CUKI 300MT X8 ROTOLO,75.273,08,PZ,PZ,1.0,6.3797,12,2024
CUCINA,VARIE - ,PROCUCIN - ,VAR.PRO.00002,CARTA  ALLUMINIO 330MM X 125MT ROTOLO,22.818,08,PZ,PZ,1.0,7.606,3,2024
MANCVM,MANUTENZ - ,STRMAN - ,MAN.SMA.00001,DUPLICATO CHIAVI,1.62,04,PZ,PZ,1.0,1.23,2,2024
POOLHTL,VARIE - ,PROPOOL - ,VAR.PPP.00008,CLORO LIQUIDO 20 LT,262.6,10,LT,LT,1.0,2.02,130,2024
POOLHTL,VARIE - ,PROPOOL - ,VAR.PPP.00006,ANTI ALGHE DESALGINE 10LT,33.7127,08,LT,LT,1.0,6.1646,5,2024
POOLHTL,VARIE - ,PROPOOL - ,VAR.PPP.00008,CLORO LIQUIDO 20 LT,282.8,08,LT,LT,1.0,2.02,140,2024
POOLHTL,VARIE - ,PROPOOL - ,VAR.PPP.00006,ANTI ALGHE DESALGINE 10LT,33.7125,09,LT,LT,1.0,6.1646,5,2024
POOLHTL,VARIE - ,PROPOOL - ,VAR.PPP.00008,CLORO LIQUIDO 20 LT,282.8,09,LT,LT,1.0,2.02,140,2024
POOLHTL,VARIE - ,PROPOOL - ,VAR.PPP.00008,CLORO LIQUIDO 20 LT,0.0,12,LT,LT,1.0,2.02,0,2024
POOLHTL,VARIE - ,PROPOOL - ,VAR.PPP.00009,ANTI ALGHE POOL ALGA-NO KG 25,0.0,12,KG,KG,1.0,2.98,0,2024
POOLHTL,VARIE - ,PROPOOL - ,VAR.PPP.00010,CLORO LIQUIDO KG 25,0.0,12,KG,KG,1.0,0.95,0,2024
PROPRIET,BEVERAGE - ,ACQUA - ,BEV.ACQ.00005,ACQUA NATURALE 50CL X 12,1.806,04,BT,BT,1.0,0.15,12,2024
PROPRIET,BEVERAGE - ,LATTE - ,BEV.LAT.00001,LATTE INTERO UHT LT.1,1.1843,04,LT,LT,1.0,1.216,1,2024
PROPRIET,BEVERAGE - ,LATTE - ,BEV.LAT.00004,LATTE UHT PARZIALMENTE SCREMATO,1.0011,04,LT,LT,1.0,1.04,1,2024
PROPRIET,BEVERAGE - ,SOFDRINK - ,BEV.SOF.00045,COCA COLA ZERO 33CLX24 VAP,4.4125,04,PZ,PZ,1.0,0.7733,6,2024
PROPRIET,FOOD - ,FORMAGG - ,FOO.FOR.00004,FORMAGGIO PARMIGIANO REGGIANO,21.0327,04,KG,GR,1000.0,15.488,1.358,2024
PROPRIET,FOOD - ,FORMAGG - ,FOO.FOR.00009,PROVOLONE DEL MONACO,86.0,04,KG,GR,1000.0,20.0,4.3,2024
PROPRIET,FOOD - ,FRUTTSEC - ,FOO.FRS.00003,PINOLI,46.08,04,KG,GR,1.0,65.0,0.5,2024
PROPRIET,FOOD - ,OLIO - ,FOO.OLI.00001,OLIO ARACHIDI LT.1,39.168,04,LT,LT,1.0,3.2,12,2024
PROPRIET,FOOD - ,PESCEFRE - ,FOO.PES.00001,VONGOLE,15.4,04,KG,KG,1.0,15.4,1,2024
PROPRIET,FOOD - ,SCATOLAM - ,FOO.SCA.00003,POMODORINI POMILIA 400GRX24PZ,18.145,04,PZ,PZ,1.0,1.0485,24,2024
PROPRIET,FOOD - ,SCATOLAM - ,FOO.SCA.00006,PASSATA DI POMODORO POMILIA 700GRX12,25.138,04,PZ,PZ,1.0,1.1271,24,2024
PROPRIET,FOOD - ,SEMILDOL - ,FOO.SDO.00009,SFOGLIATELLE FROLLE 27GRX7KG,3.6489,04,KG,KG,1.0,6.7571,0.54,2024
PROPRIET,FOOD - ,SEMILDOL - ,FOO.SDO.00010,SFOGLIATELLE RICCE 27GRX7KG,3.6489,04,KG,KG,1.0,6.7571,0.54,2024
PROPRIET,FOOD - ,SEMILDOL - ,FOO.SDO.00011,SACCOTTINO AL CIOCCOLATO 30GRX150PZ,7.0261,04,PZ,PZ,1.0,0.3513,20,2024
PROPRIET,FOOD - ,SEMILDOL - ,FOO.SDO.00012,GIRELLA CREMA E UVETTA 30GRX150PZ,7.0261,04,PZ,PZ,1.0,0.3513,20,2024
PROPRIET,FOOD - ,SEMILDOL - ,FOO.SDO.00019,CORNETTO PRINCIPINO CIOCCOLATO 35GRX85PZ,6.54,04,PZ,PZ,1.0,0.3271,20,2024
PROPRIET,FOOD - ,SEMILDOL - ,FOO.SDO.00025,SACCOTTINO CEREALI F. DI BOSCO 85GRX60PZ,12.1333,04,PZ,PZ,1.0,0.6067,20,2024
PROPRIET,FOOD - ,SEMILDOL - ,FOO.SDO.00026,BOCCONDORO 45GRX15PZ,39.4,04,PZ,PZ,1.0,1.3133,30,2024
PROPRIET,FOOD - ,SPEZIECO - ,FOO.SPE.00015,CHIODI DI GAROFANO 20GR,5.17,04,PZ,PZ,1.0,2.585,2,2024
PROPRIET,PROPDIRE - ,PROPDIRE - ,ACQNETTO,ACQUISTO SUPERMERCATO NETTO,27.16,04,PZ,PZ,0.0,52.13,1,2024
PROPRIET,PULIZIA - ,DETERGEN - ,PUL.DET.00005,DETERGENTE SYD VETRI 750MLX12PZ,25.1526,04,PZ,PZ,1.0,2.3411,15,2024
PROPRIET,PULIZIA - ,DETERGEN - ,PUL.DET.00009,SGRASSATORE CHANTECLAIR 600MLX12PZ,12.24,04,PZ,PZ,1.0,2.503,6,2024
PROPRIET,PULIZIA - ,DETERGEN - ,PUL.DET.00011,AMMORBIDENTE 5KG,5.4167,04,PZ,PZ,1.0,6.3359,1,2024
PROPRIET,PULIZIA - ,DETERGEN - ,PUL.DET.00012,DETERSIVO LAVATRICE NOVA 5KG,4.0,04,PZ,PZ,1.0,7.7402,1,2024
PROPRIET,PULIZIA - ,DETERGEN - ,PUL.DET.00018,ANTICALCARE VIAKAL 470MLX10PZ,1.3636,04,PZ,PZ,1.0,1.3636,1,2024
PROPRIET,PULIZIA - ,DETERGEN - ,PUL.DET.00039,DETERGENTE PIATTI SVELTO 10KG,14.725,04,PZ,PZ,0.0,14.7262,1,2024
PROPRIET,PULIZIA - ,DETERGEN - ,PUL.DET.00042,"ACE GENTILE 2,3LTX6PZ",3.9,04,PZ,PZ,1.0,3.9,1,2024
PROPRIET,PULIZIA - ,DETERGEN - ,PUL.DET.00043,DASH LIQUIDO 4LTX2,44.0,04,PZ,PZ,1.0,14.0,2,2024
PROPRIET,VARIE - ,CARTBUSA - ,VAR.CAR.00003,BUSTE SPAZZATURA 70X90 20KG,42.0,04,CT,CT,1.0,42.0,1,2024
PROPRIET,VARIE - ,CARTBUSA - ,VAR.CAR.00006,CARTA IGIENICA LUCART 6PZX12CF,20.6769,04,PZ,PZ,1.0,0.2491,96,2024
PROPRIET,VARIE - ,CARTBUSA - ,VAR.CAR.00015,BOBINA CARTA STRONG 800 STRAPPIX10,15.0,04,PZ,PZ,1.0,3.7585,4,2024
PROPRIET,VARIE - ,MONOUSO - ,VAR.MON.00003,FAZZOLETTI STRAPPO LUCART 40BOX X 100 PZ,8.4753,04,CF,CF,1.0,0.4954,18,2024
PROPRIET,VARIE - ,PROCUCIN - ,VAR.PRO.00001,CARTA PELLICOLA CUKI 300MT X8 ROTOLO,10.4,04,PZ,PZ,1.0,6.3797,2,2024
PROPRIET,VARIE - ,PROCUCIN - ,VAR.PRO.00002,CARTA  ALLUMINIO 330MM X 125MT ROTOLO,10.6667,04,PZ,PZ,1.0,7.606,2,2024
PROPRIET,VARIE - ,RICECONS - ,VAR.RIC.00003,CARTA GOMMATA,0.1195,04,PZ,PZ,1.0,0.165,2,2024
PROPRIET,BEVERAGE - ,ACQUA - ,BEV.ACQ.00008,ACQUA NATURALE SORGESANA  2LTX6,3.1636,06,BT,BT,1.0,0.2037,24,2024
PROPRIET,FOOD - ,FRUTTFRE - ,FOO.FRU.00001,ANANAS,9.4328,06,KG,GR,1000.0,2.3699,4,2024
PROPRIET,FOOD - ,FRUTTFRE - ,FOO.FRU.00003,LIMONI,0.8079,06,KG,GR,1000.0,2.7427,0.5,2024
PROPRIET,FOOD - ,FRUTTFRE - ,FOO.FRU.00008,ANGURIA,65.4078,06,KG,GR,1000.0,1.4229,42,2024
PROPRIET,FOOD - ,FRUTTFRE - ,FOO.FRU.00009,MELONE CANTALUPO,10.669,06,KG,GR,1000.0,1.821,6,2024
PROPRIET,FOOD - ,FRUTTFRE - ,FOO.FRU.00010,MELONE GIALLO,11.5578,06,KG,GR,1000.0,1.489,6.5,2024
PROPRIET,FOOD - ,FRUTTFRE - ,FOO.FRU.00012,KIWI,106.7183,06,KG,GR,1000.0,7.5,22.5,2024
PROPRIET,FOOD - ,FRUTTFRE - ,FOO.FRU.00013,PESCHE GIALLE,39.18,06,KG,GR,1000.0,2.5,15.1,2024
PROPRIET,FOOD - ,FRUTTFRE - ,FOO.FRU.00014,PERCOCHE,36.68,06,KG,KG,1.0,2.5,13.1,2024
PROPRIET,FOOD - ,FRUTTFRE - ,FOO.FRU.00016,ALBICOCCHE,26.68,06,KG,GR,1000.0,2.9,9.2,2024
PROPRIET,PROPDIRE - ,PROPDIRE - ,ACQNETTO,ACQUISTO SUPERMERCATO NETTO,256.43,06,PZ,PZ,0.0,52.13,8,2024
PROPRIET,PULIZIA - ,DETERGEN - ,PUL.DET.00005,DETERGENTE SYD VETRI 750MLX12PZ,15.0912,06,PZ,PZ,1.0,2.3411,9,2024
PROPRIET,PULIZIA - ,DETERGEN - ,PUL.DET.00041,DETERGENTE PAVIMENTI POM SUMMER 5KGX4,78.0733,06,PZ,PZ,1.0,19.5183,4,2024
PROPRIET,PULIZIA - ,DETERGEN - ,PUL.DET.00043,DASH LIQUIDO 4LTX2,132.0,06,PZ,PZ,1.0,14.0,6,2024
PROPRIET,PULIZIA - ,DETERGEN - ,PUL.DET.00044,DETERSIVO IN POLVERE X LAV. SUTTER 15KG,28.455,06,PZ,PZ,1.0,28.455,1,2024
PROPRIET,PULIZIA - ,DETERGEN - ,PUL.DET.00048,CHANTECLAIRE BICARBONATO 1CTX12PZ,49.2,06,PZ,PZ,1.0,2.5,24,2024
PROPRIET,VARIE - ,MONOUSO - ,VAR.MON.00025,SALVALIQUIDI OVALI G1500 1CFX50PZ,49.5,06,PZ,PZ,1.0,0.33,150,2024
PROPRIET,BEVERAGE - ,VINOBIAN - ,BEV.VIN.00010,VINO BIANCO PER CUCINARE,2.6652,12,LT,LT,1.0,1.3326,2,2024
PROPRIET,BEVERAGE - ,VINOROSS - ,BEV.VIN.00024,BRUNELLO DI MONTALCINO 75 CL,56.0,12,BT,BT,1.0,28.0,2,2024
PROPRIET,FOOD - ,CARNEROS - ,FOO.CRO.00008,"HAMBURGER FASSONE 200GR 1CT 5,000 KG",17.9357,12,KG,GR,1000.0,11.9571,1.5,2024
PROPRIET,FOOD - ,SEMILDOL - ,FOO.SDO.00044,BURRO DI ARACHIDI 800GRX6PZ,16.2484,12,PZ,PZ,1.0,16.2484,1,2024
PROPRIET,PULIZIA - ,DETERGEN - ,PUL.DET.00005,DETERGENTE SYD VETRI 750MLX12PZ,11.7055,12,PZ,PZ,1.0,2.3411,5,2024
PROPRIET,VARIE - ,CARTBUSA - ,VAR.CAR.00005,BUSTE SPAZZATURA 90X120 20KG,35.5953,12,CT,CT,1.0,35.5953,1,2024
PROPRIET,VARIE - ,MONOUSO - ,VAR.MON.00013,BICCHIERI PLASTICA KRISTAL 16CL30CFX100P,2.0,12,CF,CF,1.0,1.0,2,2024
PROPRIET,VARIE - ,MONOUSO - ,VAR.MON.00014,BICCHIERI PLASTICA KRISTAL 25CL20CFX50PZ,6.8,12,CF,CF,1.0,1.7,4,2024
PROPRIET,VARIE - ,MONOUSO - ,VAR.MON.00044,SALVALIQUIDI OVALI GR2000 1CFX50PZ,21.15,12,PZ,PZ,1.0,0.423,50,2024
PROPRIET,FOOD - ,FORMAGG - ,FOO.FOR.00016,SCAGLIE DI GRANA BIRAGHI GR 500,8.0,08,KG,GR,1000.0,16.0,0.5,2024
PROPRIET,FOOD - ,FRUTTFRE - ,FOO.FRU.00006,PERE,11.2,08,KG,GR,1000.0,2.8,4,2024
PROPRIET,FOOD - ,FRUTTFRE - ,FOO.FRU.00008,ANGURIA,110.2284,08,KG,GR,1000.0,1.4229,113,2024
PROPRIET,FOOD - ,FRUTTFRE - ,FOO.FRU.00012,KIWI,85.0,08,KG,GR,1000.0,7.5,16,2024
PROPRIET,FOOD - ,FRUTTFRE - ,FOO.FRU.00013,PESCHE GIALLE,18.48,08,KG,GR,1000.0,2.5,6.6,2024
PROPRIET,FOOD - ,FRUTTFRE - ,FOO.FRU.00014,PERCOCHE,17.92,08,KG,KG,1.0,2.5,6.4,2024
PROPRIET,FOOD - ,FRUTTFRE - ,FOO.FRU.00018,NOCI PESCHE,10.25,08,KG,GR,1000.0,2.5,4.1,2024
PROPRIET,FOOD - ,FRUTTFRE - ,FOO.FRU.00019,NETTARINE SCHIACCIATINE,16.74,08,KG,GR,1000.0,2.7,6.2,2024
PROPRIET,FOOD - ,FRUTTFRE - ,FOO.FRU.00020,PRUGNE,17.1,08,KG,GR,1000.0,1.9,9.5,2024
PROPRIET,FOOD - ,ORTAGGI - ,FOO.ORT.00007,MELENZANE,10.8845,08,KG,KG,1.0,1.6,10,2024
PROPRIET,FOOD - ,ORTAGGI - ,FOO.ORT.00019,PEPERONI ROSSI,8.2163,08,KG,KG,1.0,2.4,4.2,2024
PROPRIET,FOOD - ,ORTAGGI - ,FOO.ORT.00020,PEPERONI GIALLI,8.9859,08,KG,KG,1.0,1.8455,4.7,2024
PROPRIET,FOOD - ,SEMILDOL - ,FOO.SDO.00005,TORTA ARTIGIANALE CROSTATA 1KG,14.8117,08,PZ,PZ,1.0,14.9028,1,2024
PROPRIET,FOOD - ,SEMILDOL - ,FOO.SDO.00016,MUFFIN MINI MELA CANNELLA 25GRX70PZ,4.6288,08,PZ,PZ,1.0,0.4629,10,2024
PROPRIET,FOOD - ,SEMILDOL - ,FOO.SDO.00017,MUFFIN MINI CACAO 27GRX70PZ,4.6289,08,PZ,PZ,1.0,0.4629,10,2024
PROPRIET,PROPDIRE - ,PROPDIRE - ,ACQDIREZIONE,ACQUISTI DIREZIONE,276.92,08,PZ,PZ,1.0,115.335,3,2024
PROPRIET,PROPDIRE - ,PROPDIRE - ,ACQNETTO,ACQUISTO SUPERMERCATO NETTO,224.04,08,PZ,PZ,0.0,52.13,5,2024
PROPRIET,PULIZIA - ,DETERGEN - ,PUL.DET.00042,"ACE GENTILE 2,3LTX6PZ",11.7,08,PZ,PZ,1.0,3.9,3,2024
PROPRIET,PULIZIA - ,STRPULIZ - ,PUL.STR.00036,PANNO PER PAVIMENTI,5.7429,08,PZ,PZ,1.0,1.9254,3,2024
PROPRIET,VARIE - ,CANPERS - ,VAR.CPE.00012,BIGLIETTINI DA VISITA DIPENDENTI,10.0,08,PZ,PZ,1.0,0.1,100,2024
PROPRIET,VARIE - ,CARTBUSA - ,VAR.CAR.00015,BOBINA CARTA STRONG 800 STRAPPIX10,3.8115,08,PZ,PZ,1.0,3.7585,1,2024
PROPRIET,VARIE - ,MONOUSO - ,VAR.MON.00002,TOVAGLIOLI CARTA BIANCO 33X33(36CFX75PZ),5.95,08,CF,CF,1.0,0.85,7,2024
PROPRIET,VARIE - ,MONOUSO - ,VAR.MON.00047,BICCHIERI CARTA 300ML 10CFX100PZ,26.4,08,CF,CF,1.0,8.8,3,2024
PROPRIET,FOOD - ,PASTAFRE - ,FOO.PSF.00001,SCIALATIELLI ARTIGIANALI GELO,9.0,11,KG,GR,1000.0,3.6,2.5,2024
PROPRIET,FOOD - ,PASTAFRE - ,FOO.PSF.00003,RAVIOLI CAPRESI ARTIGIANALI GELO,15.0,11,KG,GR,1000.0,7.5,2,2024
PROPRIET,FOOD - ,PASTAGRA - ,FOO.PST.00007,PASTA MISTA 500GR,1.32,11,KG,KG,1.0,1.32,1,2024
PROPRIET,FOOD - ,PASTAGRA - ,FOO.PST.00011,PASTA SPAGHETTONI GRAGNANESI 500GR,3.8,11,KG,GR,1000.0,3.8,1,2024
PROPRIET,FOOD - ,PASTAGRA - ,FOO.PST.00012,PASTA MEZZE MANICHE RIGATE 500GR,3.3603,11,KG,GR,1000.0,3.3603,1,2024
PROPRIET,FOOD - ,PASTICCE - ,FOO.PPP.00003,STACCANTE ALIMENTARE SPRAY PER FORNO,4.5367,11,PZ,PZ,1.0,4.5367,1,2024
PROPRIET,FOOD - ,PESCEFRE - ,FOO.PES.0003,ROMBO,150.0,11,KG,GR,1000.0,25.0,6,2024
PROPRIET,FOOD - ,SCATOLAM - ,FOO.SCA.00019,LENTICCHIE GR 400,2.6327,11,PZ,PZ,1.0,2.6327,1,2024
