Reparto,Classe,Categoria,Codice,Descrizione,Valore,Mese,U.M.A.,U.M.C.,Coeff Conv,Euro Medio,Quantita,Anno
HSKHOTEL,BEVERAGE - ,LIQUORI - ,BEV.LIQ.00029,LIQUORE LIMONCELLO CARLO MANSI 4 CL,2.2,09,PZ,PZ,1.0,2.2,1,2024
HSKHOTEL,FOOD - ,MONODOLC - ,FOO.MON.00008,ZUCCHERO BUSTINE ERIDIANA 10KG,8.1463,09,KG,KG,1.0,2.7154,3,2024
HSKHOTEL,FOOD - ,SPEZIECO - ,FOO.SPE.00001,ACETO DI VINO BIANCO,7.2947,09,LT,LT,1.0,0.8144,9,2024
HSKHOTEL,MANUTENZ - ,MATELETT - ,MAN.ELE.00017,ASPIRATORE WC MINI STYLE D.100,20.5756,09,PZ,PZ,1.0,20.5756,1,2024
HSKHOTEL,PULIZIA - ,DETERGEN - ,PUL.DET.00011,AMMORBIDENTE 5KG,44.351,09,PZ,PZ,1.0,6.3359,7,2024
HSKHOTEL,PULIZIA - ,DETERGEN - ,PUL.DET.00012,DETERSIVO LAVATRICE NOVA 5KG,54.1817,09,PZ,PZ,1.0,7.7402,7,2024
HSKHOTEL,PULIZIA - ,DETERGEN - ,PUL.DET.00013,ACE CANDEGGINA 3LTX6PZ,2.2657,09,PZ,PZ,1.0,2.2657,1,2024
HSKHOTEL,PULIZIA - ,DETERGEN - ,PUL.DET.00022,SAPONE MANI PER DISPENSE TORK 100MLX6PZ,41.106,09,PZ,PZ,1.0,8.402,5,2024
HSKHOTEL,PULIZIA - ,DETERGEN - ,PUL.DET.00026,ACETO DI ALCOOL 1LTX12PZ,27.55,09,PZ,PZ,1.0,0.95,29,2024
HSKHOTEL,PULIZIA - ,DETERGEN - ,PUL.DET.00031,DETERGENTE PIATTI VIC LEMON 5KGX4PZ,3.5294,09,PZ,PZ,1.0,4.5989,1,2024
HSKHOTEL,PULIZIA - ,DETERGEN - ,PUL.DET.00036,BUSTINE DETERSIVO LIQUIDO 50GR,32.4,09,PZ,PZ,1.0,0.4,81,2024
HSKHOTEL,PULIZIA - ,DETERGEN - ,PUL.DET.00037,BUSTINE AMMORBIDENTE 50ML,3.5,09,PZ,PZ,1.0,0.35,10,2024
HSKHOTEL,PULIZIA - ,DETERGEN - ,PUL.DET.00050,SMACCHIATORE KH-7 750ML,3.9,09,PZ,PZ,1.0,3.9,1,2024
HSKHOTEL,PULIZIA - ,DETERGEN - ,PUL.DET.00051,CREMA MANI 1PZX5KG,6.0,09,PZ,PZ,1.0,6.0,1,2024
HSKHOTEL,PULIZIA - ,DETERGEN - ,PUL.DET.00054,ACIDO CITRICO 500G,35.4,09,PZ,PZ,1.0,5.9,6,2024
HSKHOTEL,PULIZIA - ,STRPULIZ - ,PUL.STR.00017,SACCHETTI ASPIRAPOLVERE 3G PICCOLO TMB,12.416,09,PZ,PZ,1.0,1.552,8,2024
HSKHOTEL,PULIZIA - ,STRPULIZ - ,PUL.STR.00018,PANNO BALLERINA 3PZX15CF,3.6341,09,CF,CF,1.0,1.2391,3,2024
HSKHOTEL,PULIZIA - ,STRPULIZ - ,PUL.STR.00020,GUANTI MONOUSO 100PZ MISURA M,18.0,09,CF,CF,1.0,4.5,4,2024
HSKHOTEL,PULIZIA - ,STRPULIZ - ,PUL.STR.00033,BUSTE TRASPARENTI CON ZIP 55X83 200PZ,3.5,09,PZ,PZ,1.0,0.175,20,2024
HSKHOTEL,PULIZIA - ,STRPULIZ - ,PUL.STR.00042,SPUGNA MELANNINA I MOP XL (FOR),124.8,09,PZ,PZ,1.0,2.4,52,2024
HSKHOTEL,PULIZIA - ,STRPULIZ - ,PUL.STR.00046,MOP PAVIMENTI ROSSO (FOR),332.5,09,PZ,PZ,1.0,9.5,35,2024
HSKHOTEL,VARIE - ,CARTBUSA - ,VAR.CAR.00002,BUSTE SPAZZATURA 55X65 20KG,39.6471,09,CT,CT,1.0,39.6471,1,2024
HSKHOTEL,VARIE - ,CARTBUSA - ,VAR.CAR.00005,BUSTE SPAZZATURA 90X120 20KG,106.7858,09,CT,CT,1.0,35.5953,3,2024
HSKHOTEL,VARIE - ,CARTBUSA - ,VAR.CAR.00006,CARTA IGIENICA LUCART 6PZX12CF,510.5199,09,PZ,PZ,1.0,0.2491,2052,2024
HSKHOTEL,VARIE - ,CARTBUSA - ,VAR.CAR.00011,BUSTE SPAZZATURA 55X65 50PZ ROTOLI,137.4781,09,PZ,PZ,1.0,1.2059,114,2024
HSKHOTEL,VARIE - ,CARTBUSA - ,VAR.CAR.00015,BOBINA CARTA STRONG 800 STRAPPIX10,7.5486,09,PZ,PZ,1.0,3.7585,2,2024
HSKHOTEL,VARIE - ,CORTGEN - ,VAR.COR.00002,PANTOFOLE,9.75,09,PZ,PZ,1.0,0.65,15,2024
HSKHOTEL,VARIE - ,CORTGEN - ,VAR.COR.00003,VANITY SET,85.635,09,PZ,PZ,1.0,0.165,519,2024
HSKHOTEL,VARIE - ,CORTGEN - ,VAR.COR.00005,SAPONETTE 15GR 2CFX250PZ,55.05,09,PZ,PZ,1.0,0.0809,367,2024
HSKHOTEL,VARIE - ,CORTGEN - ,VAR.COR.00013,BICCHIERI KRISTAL IMBUST 25CL 20CFX40PZ,20.8104,09,PZ,PZ,1.0,0.0726,312,2024
HSKHOTEL,VARIE - ,CORTGEN - ,VAR.COR.00014,DOCCIA SHAMPOO 30ML 4CFX62PZ,695.2134,09,PZ,PZ,1.0,0.3889,1809,2024
HSKHOTEL,VARIE - ,CORTGEN - ,VAR.COR.00015,CREMA CORPO 20 ML,75.06,09,PZ,PZ,1.0,0.27,278,2024
HSKHOTEL,VARIE - ,CORTPERS - ,VAR.PER.00005,CUFFIE DOCCIA PANORAMA 1000PZ,31.72,09,PZ,PZ,1.0,0.0543,244,2024
HSKHOTEL,VARIE - ,MONOUSO - ,VAR.MON.00003,FAZZOLETTI STRAPPO LUCART 40BOX X 100 PZ,30.888,09,CF,CF,1.0,0.4954,39,2024
HSKHOTEL,VARIE - ,MONOUSO - ,VAR.MON.00004,ASCIUGAMANO XDISTR. PIEGA A Z TORK X21PZ,58.9113,09,PZ,PZ,1.0,1.6472,40,2024
HSKHOTEL,VARIE - ,MONOUSO - ,VAR.MON.00041,BICCHIERI PERSONALIZZATI 1000PZ,145.5,09,CF,CF,1.0,9.7,15,2024
HSKHOTEL,BEVERAGE - ,ACQUA - ,BEV.ACQ.00004,ACQUA FRIZZANTE 50CL X 12,163.8047,05,BT,BT,1.0,0.1496,1387,2024
HSKHOTEL,BEVERAGE - ,ACQUA - ,BEV.ACQ.00005,ACQUA NATURALE 50CL X 12,330.0423,05,BT,BT,1.0,0.15,2196,2024
HSKHOTEL,BEVERAGE - ,CAFFETT - ,BEV.CAF.00004,CAMOMILLA 1CF X 20 PZ,35.1712,05,CF,PZ,20.0,1.2891,29,2024
HSKHOTEL,BEVERAGE - ,CAFFETT - ,BEV.CAF.00010,THE TWINNINGS NERO ENG. BREAKFAST 1CFX25,33.9342,05,CF,PZ,25.0,3.2405,11,2024
HSKHOTEL,BEVERAGE - ,CAFFETT - ,BEV.CAF.00013,TISANA TWINNINGS FRUTTI ROSSI 1CFX20PZ,93.1179,05,CF,PZ,20.0,3.211,29,2024
HSKHOTEL,FOOD - ,MONODOLC - ,FOO.MON.00008,ZUCCHERO BUSTINE ERIDIANA 10KG,5.0456,05,KG,KG,1.0,2.7154,2,2024
HSKHOTEL,FOOD - ,MONODOLC - ,FOO.MON.00009,ZUCCHERO DI CANNA BUSTINE 10KG,-3.4284,05,KG,KG,1.0,2.9253,-1.5,2024
HSKHOTEL,FOOD - ,SPEZIECO - ,FOO.SPE.00001,ACETO DI VINO BIANCO,6.6341,05,LT,LT,1.0,0.8144,14,2024
HSKHOTEL,MANUTENZ - ,STRMAN - ,MAN.SMA.00001,DUPLICATO CHIAVI,2.665,05,PZ,PZ,1.0,1.23,1,2024
HSKHOTEL,PULIZIA - ,DETERGEN - ,PUL.DET.00009,SGRASSATORE CHANTECLAIR 600MLX12PZ,4.08,05,PZ,PZ,1.0,2.503,2,2024
HSKHOTEL,PULIZIA - ,DETERGEN - ,PUL.DET.00011,AMMORBIDENTE 5KG,21.6668,05,PZ,PZ,1.0,6.3359,4,2024
HSKHOTEL,PULIZIA - ,DETERGEN - ,PUL.DET.00012,DETERSIVO LAVATRICE NOVA 5KG,20.0,05,PZ,PZ,1.0,7.7402,5,2024
HSKHOTEL,PULIZIA - ,DETERGEN - ,PUL.DET.00028,SYD WC GEL 750MLX12PZ,1.0188,05,PZ,PZ,1.0,0.5094,2,2024
HSKHOTEL,PULIZIA - ,STRPULIZ - ,PUL.STR.00016,GUANTI MONOUSO 100PZ MISURA L,3.4091,05,CF,CF,1.0,3.4091,1,2024
HSKHOTEL,PULIZIA - ,STRPULIZ - ,PUL.STR.00017,SACCHETTI ASPIRAPOLVERE 3G PICCOLO TMB,31.04,05,PZ,PZ,1.0,1.552,20,2024
HSKHOTEL,PULIZIA - ,STRPULIZ - ,PUL.STR.00020,GUANTI MONOUSO 100PZ MISURA M,4.5,05,CF,CF,1.0,4.5,1,2024
HSKHOTEL,PULIZIA - ,STRPULIZ - ,PUL.STR.00021,PANNO VILEDA PVA VERDE 5PZ,22.3101,05,PZ,PZ,0.0,2.512,10,2024
HSKHOTEL,PULIZIA - ,STRPULIZ - ,PUL.STR.00022,PANNO VILEDA PVA BLU 5PZ,14.737,05,PZ,PZ,0.0,2.5203,10,2024
HSKHOTEL,PULIZIA - ,STRPULIZ - ,PUL.STR.00023,PANNO VILEDA PVA ROSA 5PZ,12.537,05,PZ,PZ,0.0,2.2635,10,2024
HSKHOTEL,PULIZIA - ,STRPULIZ - ,PUL.STR.00024,PANNO VILEDA PVA GIALLO 5PZ,28.0,05,PZ,PZ,0.0,2.4222,10,2024
HSKHOTEL,PULIZIA - ,STRPULIZ - ,PUL.STR.00033,BUSTE TRASPARENTI CON ZIP 55X83 200PZ,70.0,05,PZ,PZ,1.0,0.175,200,2024
HSKHOTEL,PULIZIA - ,STRPULIZ - ,PUL.STR.00034,SUPPORTO IN PLASTICA PER VELLO 45CM,32.0448,05,PZ,PZ,1.0,4.0056,8,2024
HSKHOTEL,PULIZIA - ,STRPULIZ - ,PUL.STR.00042,SPUGNA MELANNINA I MOP XL (FOR),184.8,05,PZ,PZ,1.0,2.4,77,2024
HSKHOTEL,VARIE - ,CANCELLE - ,VAR.CAN.00044,BLOCKNOTES,19.5864,05,PZ,PZ,1.0,6.5288,3,2024
HSKHOTEL,VARIE - ,CARTBUSA - ,VAR.CAR.00005,BUSTE SPAZZATURA 90X120 20KG,88.0,05,CT,CT,1.0,35.5953,2,2024
HSKHOTEL,VARIE - ,CARTBUSA - ,VAR.CAR.00006,CARTA IGIENICA LUCART 6PZX12CF,544.5154,05,PZ,PZ,1.0,0.2491,2379,2024
HSKHOTEL,VARIE - ,CARTBUSA - ,VAR.CAR.00011,BUSTE SPAZZATURA 55X65 50PZ ROTOLI,85.8831,05,PZ,PZ,1.0,1.2059,76,2024
HSKHOTEL,VARIE - ,CORTGEN - ,VAR.COR.00002,PANTOFOLE,5.85,05,PZ,PZ,1.0,0.65,9,2024
HSKHOTEL,VARIE - ,CORTGEN - ,VAR.COR.00003,VANITY SET,142.89,05,PZ,PZ,1.0,0.165,866,2024
HSKHOTEL,VARIE - ,CORTGEN - ,VAR.COR.00006,DOCCIA SHAMPOO AMALFI COAST 30ML,1838.9,05,PZ,PZ,1.0,0.7,2627,2024
HSKHOTEL,VARIE - ,CORTGEN - ,VAR.COR.00007,SAPONETTE AMALFI COAST 15GR,965.9629,05,PZ,PZ,1.0,0.2913,3316,2024
HSKHOTEL,VARIE - ,CORTGEN - ,VAR.COR.00013,BICCHIERI KRISTAL IMBUST 25CL 20CFX40PZ,42.336,05,PZ,PZ,1.0,0.0726,1120,2024
HSKHOTEL,VARIE - ,CORTPERS - ,VAR.PER.00005,CUFFIE DOCCIA PANORAMA 1000PZ,188.89,05,PZ,PZ,1.0,0.0543,1453,2024
HSKHOTEL,VARIE - ,MONOUSO - ,VAR.MON.00003,FAZZOLETTI STRAPPO LUCART 40BOX X 100 PZ,3.3361,05,CF,CF,1.0,0.4954,5,2024
HSKHOTEL,VARIE - ,MONOUSO - ,VAR.MON.00009,BICCHIERI CARTA 380ML NATURALICA 1X50PZ,94.8083,05,CF,CF,1.0,5.5827,23,2024
HSKHOTEL,VARIE - ,MONOUSO - ,VAR.MON.00028,PALETTINA THE/CAFFE 11 CM 1CFX500PZ,4.5,05,CF,CF,1.0,4.5,1,2024
HSKHOTEL,BEVERAGE - ,ACQUA - ,BEV.ACQ.00004,ACQUA FRIZZANTE 50CL X 12,56.697,04,BT,BT,1.0,0.1496,480,2024
HSKHOTEL,BEVERAGE - ,ACQUA - ,BEV.ACQ.00005,ACQUA NATURALE 50CL X 12,138.1557,04,BT,BT,1.0,0.15,918,2024
HSKHOTEL,BEVERAGE - ,CAFFETT - ,BEV.CAF.00004,CAMOMILLA 1CF X 20 PZ,2.4257,04,CF,PZ,20.0,1.2891,2,2024
HSKHOTEL,BEVERAGE - ,CAFFETT - ,BEV.CAF.00010,THE TWINNINGS NERO ENG. BREAKFAST 1CFX25,39.0551,04,CF,PZ,25.0,3.2405,13,2024
HSKHOTEL,BEVERAGE - ,CAFFETT - ,BEV.CAF.00013,TISANA TWINNINGS FRUTTI ROSSI 1CFX20PZ,6.4745,04,CF,PZ,20.0,3.211,2,2024
HSKHOTEL,FOOD - ,MONODOLC - ,FOO.MON.00008,ZUCCHERO BUSTINE ERIDIANA 10KG,11.9111,04,KG,KG,1.0,2.7154,5,2024
HSKHOTEL,FOOD - ,MONODOLC - ,FOO.MON.00009,ZUCCHERO DI CANNA BUSTINE 10KG,4.5712,04,KG,KG,1.0,2.9253,2,2024
HSKHOTEL,PULIZIA - ,DETERGEN - ,PUL.DET.00011,AMMORBIDENTE 5KG,10.8333,04,PZ,PZ,1.0,6.3359,2,2024
HSKHOTEL,PULIZIA - ,DETERGEN - ,PUL.DET.00012,DETERSIVO LAVATRICE NOVA 5KG,12.0,04,PZ,PZ,1.0,7.7402,3,2024
HSKHOTEL,PULIZIA - ,DETERGEN - ,PUL.DET.00022,SAPONE MANI PER DISPENSE TORK 100MLX6PZ,32.8846,04,PZ,PZ,1.0,8.402,4,2024
HSKHOTEL,PULIZIA - ,DETERGEN - ,PUL.DET.00028,SYD WC GEL 750MLX12PZ,4.0755,04,PZ,PZ,1.0,0.5094,8,2024
HSKHOTEL,PULIZIA - ,STRPULIZ - ,PUL.STR.00004,SCOPINO WC,9.0,04,PZ,PZ,1.0,3.0,3,2024
HSKHOTEL,PULIZIA - ,STRPULIZ - ,PUL.STR.00005,BASTONE PER SCOPA,1.918,04,PZ,PZ,1.0,1.229,3,2024
HSKHOTEL,PULIZIA - ,STRPULIZ - ,PUL.STR.00009,PAGLIETTE D'ACCIAIO 1CFX10PZ,8.0887,04,PZ,PZ,1.0,1.6177,5,2024
HSKHOTEL,PULIZIA - ,STRPULIZ - ,PUL.STR.00013,SPUGNE SCOTCH-BRITE 3PZ X 40 CF,0.2,04,CF,CF,1.0,0.9905,1,2024
HSKHOTEL,PULIZIA - ,STRPULIZ - ,PUL.STR.00015,GUANTI MARIGOLD MISURA S,1.0063,04,CF,CF,1.0,1.0063,1,2024
HSKHOTEL,PULIZIA - ,STRPULIZ - ,PUL.STR.00016,GUANTI MONOUSO 100PZ MISURA L,6.8182,04,CF,CF,1.0,3.4091,2,2024
HSKHOTEL,PULIZIA - ,STRPULIZ - ,PUL.STR.00017,SACCHETTI ASPIRAPOLVERE 3G PICCOLO TMB,46.56,04,PZ,PZ,1.0,1.552,30,2024
HSKHOTEL,PULIZIA - ,STRPULIZ - ,PUL.STR.00020,GUANTI MONOUSO 100PZ MISURA M,18.0,04,CF,CF,1.0,4.5,4,2024
HSKHOTEL,PULIZIA - ,STRPULIZ - ,PUL.STR.00021,PANNO VILEDA PVA VERDE 5PZ,20.241,04,PZ,PZ,0.0,2.512,10,2024
HSKHOTEL,PULIZIA - ,STRPULIZ - ,PUL.STR.00022,PANNO VILEDA PVA BLU 5PZ,29.4737,04,PZ,PZ,0.0,2.5203,20,2024
HSKHOTEL,PULIZIA - ,STRPULIZ - ,PUL.STR.00023,PANNO VILEDA PVA ROSA 5PZ,12.5373,04,PZ,PZ,0.0,2.2635,10,2024
HSKHOTEL,PULIZIA - ,STRPULIZ - ,PUL.STR.00024,PANNO VILEDA PVA GIALLO 5PZ,56.0,04,PZ,PZ,0.0,2.4222,20,2024
HSKHOTEL,PULIZIA - ,STRPULIZ - ,PUL.STR.00026,VELLO RICAMBIO 45CM,43.1657,04,PZ,PZ,1.0,6.1665,7,2024
HSKHOTEL,PULIZIA - ,STRPULIZ - ,PUL.STR.00030,BUSTE BIANCHERIA BIANCHE 1000PZ,200.0,04,CT,PZ,1000.0,200.0,1,2024
HSKHOTEL,PULIZIA - ,STRPULIZ - ,PUL.STR.00031,SCOPA VILEDA,13.1049,04,PZ,PZ,1.0,2.9996,5,2024
HSKHOTEL,VARIE - ,CARTBUSA - ,VAR.CAR.00002,BUSTE SPAZZATURA 55X65 20KG,42.0,04,CT,CT,1.0,39.6471,1,2024
HSKHOTEL,VARIE - ,CARTBUSA - ,VAR.CAR.00005,BUSTE SPAZZATURA 90X120 20KG,44.0,04,CT,CT,1.0,35.5953,1,2024
HSKHOTEL,VARIE - ,CARTBUSA - ,VAR.CAR.00006,CARTA IGIENICA LUCART 6PZX12CF,87.4462,04,PZ,PZ,1.0,0.2491,406,2024
HSKHOTEL,VARIE - ,CARTBUSA - ,VAR.CAR.00011,BUSTE SPAZZATURA 55X65 50PZ ROTOLI,72.1875,04,PZ,PZ,1.0,1.2059,66,2024
HSKHOTEL,VARIE - ,CORTGEN - ,VAR.COR.00003,VANITY SET,-17.82,04,PZ,PZ,1.0,0.165,-108,2024
HSKHOTEL,VARIE - ,CORTGEN - ,VAR.COR.00006,DOCCIA SHAMPOO AMALFI COAST 30ML,799.4,04,PZ,PZ,1.0,0.7,1142,2024
HSKHOTEL,VARIE - ,CORTGEN - ,VAR.COR.00007,SAPONETTE AMALFI COAST 15GR,-265.2,04,PZ,PZ,1.0,0.2913,-918,2024
HSKHOTEL,VARIE - ,CORTGEN - ,VAR.COR.00013,BICCHIERI KRISTAL IMBUST 25CL 20CFX40PZ,26.52,04,PZ,PZ,1.0,0.0726,702,2024
HSKHOTEL,VARIE - ,MONOUSO - ,VAR.MON.00003,FAZZOLETTI STRAPPO LUCART 40BOX X 100 PZ,35.7848,04,CF,CF,1.0,0.4954,76,2024
HSKHOTEL,VARIE - ,MONOUSO - ,VAR.MON.00004,ASCIUGAMANO XDISTR. PIEGA A Z TORK X21PZ,48.8452,04,PZ,PZ,1.0,1.6472,84,2024
HSKHOTEL,VARIE - ,MONOUSO - ,VAR.MON.00009,BICCHIERI CARTA 380ML NATURALICA 1X50PZ,45.3435,04,CF,CF,1.0,5.5827,11,2024
HSKHOTEL,VARIE - ,MONOUSO - ,VAR.MON.00028,PALETTINA THE/CAFFE 11 CM 1CFX500PZ,4.5,04,CF,CF,1.0,4.5,1,2024
HSKHOTEL,BEVERAGE - ,CAFFETT - ,BEV.CAF.00013,TISANA TWINNINGS FRUTTI ROSSI 1CFX20PZ,9.633,11,CF,PZ,20.0,3.211,3,2024
HSKHOTEL,BEVERAGE - ,ACQUA - ,BEV.ACQ.00004,ACQUA FRIZZANTE 50CL X 12,182.4354,07,BT,BT,1.0,0.1496,1243,2024
HSKHOTEL,BEVERAGE - ,ACQUA - ,BEV.ACQ.00005,ACQUA NATURALE 50CL X 12,374.6321,07,BT,BT,1.0,0.15,2497,2024
HSKHOTEL,BEVERAGE - ,ACQUA - ,BEV.ACQ.00008,ACQUA NATURALE SORGESANA  2LTX6,2.083,07,BT,BT,1.0,0.2037,12,2024
HSKHOTEL,BEVERAGE - ,CAFFETT - ,BEV.CAF.00004,CAMOMILLA 1CF X 20 PZ,12.128,07,CF,PZ,20.0,1.2891,10,2024
HSKHOTEL,BEVERAGE - ,CAFFETT - ,BEV.CAF.00010,THE TWINNINGS NERO ENG. BREAKFAST 1CFX25,33.9339,07,CF,PZ,25.0,3.2405,11,2024
HSKHOTEL,BEVERAGE - ,CAFFETT - ,BEV.CAF.00013,TISANA TWINNINGS FRUTTI ROSSI 1CFX20PZ,28.899,07,CF,PZ,20.0,3.211,9,2024
HSKHOTEL,FOOD - ,MONODOLC - ,FOO.MON.00008,ZUCCHERO BUSTINE ERIDIANA 10KG,7.8811,07,KG,KG,1.0,2.7154,3,2024
HSKHOTEL,FOOD - ,MONODOLC - ,FOO.MON.00009,ZUCCHERO DI CANNA BUSTINE 10KG,5.1813,07,KG,KG,1.0,2.9253,2,2024
HSKHOTEL,FOOD - ,SPEZIECO - ,FOO.SPE.00001,ACETO DI VINO BIANCO,18.0082,07,LT,LT,1.0,0.8144,23,2024
HSKHOTEL,MANUTENZ - ,MATEDILE - ,MAN.MED.00052,CEMENTO RAPIDO KG1,4.18,07,PZ,PZ,1.0,1.3933,3,2024
HSKHOTEL,PULIZIA - ,DETERGEN - ,PUL.DET.00009,SGRASSATORE CHANTECLAIR 600MLX12PZ,12.24,07,PZ,PZ,1.0,2.503,6,2024
HSKHOTEL,PULIZIA - ,DETERGEN - ,PUL.DET.00011,AMMORBIDENTE 5KG,24.0304,07,PZ,PZ,1.0,6.3359,4,2024
HSKHOTEL,PULIZIA - ,DETERGEN - ,PUL.DET.00012,DETERSIVO LAVATRICE NOVA 5KG,7.2727,07,PZ,PZ,1.0,7.7402,1,2024
HSKHOTEL,PULIZIA - ,DETERGEN - ,PUL.DET.00022,SAPONE MANI PER DISPENSE TORK 100MLX6PZ,24.6636,07,PZ,PZ,1.0,8.402,3,2024
HSKHOTEL,PULIZIA - ,DETERGEN - ,PUL.DET.00025,PASTICCHE LAVASTOVIGLIE FAIRY 2CFX100PZ,14.6667,07,CF,CF,1.0,14.6667,1,2024
HSKHOTEL,PULIZIA - ,DETERGEN - ,PUL.DET.00028,SYD WC GEL 750MLX12PZ,0.5094,07,PZ,PZ,1.0,0.5094,1,2024
HSKHOTEL,PULIZIA - ,DETERGEN - ,PUL.DET.00031,DETERGENTE PIATTI VIC LEMON 5KGX4PZ,2.9411,07,PZ,PZ,1.0,4.5989,1,2024
HSKHOTEL,PULIZIA - ,STRPULIZ - ,PUL.STR.00013,SPUGNE SCOTCH-BRITE 3PZ X 40 CF,0.7375,07,CF,CF,1.0,0.9905,1,2024
HSKHOTEL,PULIZIA - ,STRPULIZ - ,PUL.STR.00017,SACCHETTI ASPIRAPOLVERE 3G PICCOLO TMB,7.76,07,PZ,PZ,1.0,1.552,5,2024
HSKHOTEL,PULIZIA - ,STRPULIZ - ,PUL.STR.00018,PANNO BALLERINA 3PZX15CF,28.75,07,CF,CF,1.0,1.2391,25,2024
HSKHOTEL,PULIZIA - ,STRPULIZ - ,PUL.STR.00020,GUANTI MONOUSO 100PZ MISURA M,9.0,07,CF,CF,1.0,4.5,2,2024
HSKHOTEL,PULIZIA - ,STRPULIZ - ,PUL.STR.00033,BUSTE TRASPARENTI CON ZIP 55X83 200PZ,7.0,07,PZ,PZ,1.0,0.175,40,2024
HSKHOTEL,PULIZIA - ,STRPULIZ - ,PUL.STR.00036,PANNO PER PAVIMENTI,9.5713,07,PZ,PZ,1.0,1.9254,5,2024
HSKHOTEL,PULIZIA - ,STRPULIZ - ,PUL.STR.00045,DISCO ABRASIVO PER I MOP XL (FOR),14.0,07,PZ,PZ,1.0,7.0,2,2024
HSKHOTEL,VARIE - ,CARTBUSA - ,VAR.CAR.00002,BUSTE SPAZZATURA 55X65 20KG,39.6471,07,CT,CT,1.0,39.6471,1,2024
HSKHOTEL,VARIE - ,CARTBUSA - ,VAR.CAR.00005,BUSTE SPAZZATURA 90X120 20KG,76.5079,07,CT,CT,1.0,35.5953,2,2024
HSKHOTEL,VARIE - ,CARTBUSA - ,VAR.CAR.00006,CARTA IGIENICA LUCART 6PZX12CF,561.38,07,PZ,PZ,1.0,0.2491,2286,2024
HSKHOTEL,VARIE - ,CARTBUSA - ,VAR.CAR.00011,BUSTE SPAZZATURA 55X65 50PZ ROTOLI,135.4122,07,PZ,PZ,1.0,1.2059,113,2024
HSKHOTEL,VARIE - ,CARTBUSA - ,VAR.CAR.00015,BOBINA CARTA STRONG 800 STRAPPIX10,7.623,07,PZ,PZ,1.0,3.7585,2,2024
HSKHOTEL,VARIE - ,CORTGEN - ,VAR.COR.00002,PANTOFOLE,37.7,07,PZ,PZ,1.0,0.65,58,2024
HSKHOTEL,VARIE - ,CORTGEN - ,VAR.COR.00003,VANITY SET,62.7,07,PZ,PZ,1.0,0.165,380,2024
HSKHOTEL,VARIE - ,CORTGEN - ,VAR.COR.00005,SAPONETTE 15GR 2CFX250PZ,90.0,07,PZ,PZ,1.0,0.0809,600,2024
HSKHOTEL,VARIE - ,CORTGEN - ,VAR.COR.00007,SAPONETTE AMALFI COAST 15GR,116.52,07,PZ,PZ,1.0,0.2913,400,2024
HSKHOTEL,VARIE - ,CORTGEN - ,VAR.COR.00013,BICCHIERI KRISTAL IMBUST 25CL 20CFX40PZ,23.8896,07,PZ,PZ,1.0,0.0726,632,2024
HSKHOTEL,VARIE - ,CORTGEN - ,VAR.COR.00014,DOCCIA SHAMPOO 30ML 4CFX62PZ,762.1022,07,PZ,PZ,1.0,0.3889,2004,2024
HSKHOTEL,VARIE - ,CORTPERS - ,VAR.PER.00005,CUFFIE DOCCIA PANORAMA 1000PZ,106.86,07,PZ,PZ,1.0,0.0543,822,2024
HSKHOTEL,VARIE - ,MONOUSO - ,VAR.MON.00003,FAZZOLETTI STRAPPO LUCART 40BOX X 100 PZ,64.1524,07,CF,CF,1.0,0.4954,81,2024
HSKHOTEL,VARIE - ,MONOUSO - ,VAR.MON.00004,ASCIUGAMANO XDISTR. PIEGA A Z TORK X21PZ,12.2115,07,PZ,PZ,1.0,1.6472,21,2024
HSKHOTEL,VARIE - ,MONOUSO - ,VAR.MON.00009,BICCHIERI CARTA 380ML NATURALICA 1X50PZ,55.4117,07,CF,CF,1.0,5.5827,11,2024
HSKHOTEL,VARIE - ,MONOUSO - ,VAR.MON.00028,PALETTINA THE/CAFFE 11 CM 1CFX500PZ,9.0,07,CF,CF,1.0,4.5,2,2024
HSKHOTEL,BEVERAGE - ,ACQUA - ,BEV.ACQ.00004,ACQUA FRIZZANTE 50CL X 12,41.5723,06,BT,BT,1.0,0.1496,290,2024
HSKHOTEL,BEVERAGE - ,ACQUA - ,BEV.ACQ.00005,ACQUA NATURALE 50CL X 12,271.4763,06,BT,BT,1.0,0.15,1809,2024
HSKHOTEL,BEVERAGE - ,CAFFETT - ,BEV.CAF.00004,CAMOMILLA 1CF X 20 PZ,13.3408,06,CF,PZ,20.0,1.2891,11,2024
HSKHOTEL,BEVERAGE - ,CAFFETT - ,BEV.CAF.00010,THE TWINNINGS NERO ENG. BREAKFAST 1CFX25,27.7641,06,CF,PZ,25.0,3.2405,9,2024
HSKHOTEL,BEVERAGE - ,CAFFETT - ,BEV.CAF.00013,TISANA TWINNINGS FRUTTI ROSSI 1CFX20PZ,32.11,06,CF,PZ,20.0,3.211,10,2024
HSKHOTEL,FOOD - ,MONODOLC - ,FOO.MON.00008,ZUCCHERO BUSTINE ERIDIANA 10KG,7.7716,06,KG,KG,1.0,2.7154,3,2024
HSKHOTEL,FOOD - ,MONODOLC - ,FOO.MON.00009,ZUCCHERO DI CANNA BUSTINE 10KG,6.8568,06,KG,KG,1.0,2.9253,3,2024
