Reparto,Classe,Categoria,Codice,Descrizione,U.M.A.,U.M.C.,Coeff Conv,Euro Medio,Quantita,Primo_Periodo,Secondo_Periodo,Valore,Mese,Anno,Row_Type,Reparto_Dir,Reparto_Filled,Classe_Filled,Categoria_Filled
,,,BEV.APE.00003,APEROL,LT,CL,100.0,10.9442,17,186.0513,186.0513,186.0513,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,APERITIV - 
,,,BEV.APE.00004,CRODINO 10CL X 48,BT,BT,1.0,0.4681,11,5.3427,5.3427,5.3427,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,APERITIV - 
,,,BEV.APE.00006,CAMPARI,LT,CL,100.0,16.7624,2,33.5248,33.5248,33.5248,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,APERITIV - 
,,,BEV.APE.00008,MARTINI ROSSO,LT,CL,100.0,6.5707,1,6.5707,6.5707,6.5707,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,APERITIV - 
,,BIRRE - ,,,,,,,,566.7889,566.7889,566.7889,07,2024,Categoria,CANTINA,CANTINA,BEVERAGE - ,BIRRE - 
,,,BEV.BIR.00001,BIRRA NASTRO AZZURRO 33CL X 24 VAP,BT,BT,1.0,0.7535,60,43.4106,43.4106,43.4106,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,BIRRE - 
,,,BEV.BIR.00002,BIRRA HEINEKEN 33CL X 24 VAP,BT,BT,1.0,0.8772,31,27.322,27.322,27.322,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,BIRRE - 
,,,BEV.BIR.00004,BIRRA TENNENT'S SUPER CL 33X24 VAP,PZ,PZ,1.0,1.4671,5,7.0365,7.0365,7.0365,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,BIRRE - 
,,,BEV.BIR.00005,BIRRA PORETTI SPINA 20LT,LT,CL,100.0,3.9494,120,473.0,473.0,473.0,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,BIRRE - 
,,,BEV.BIR.00008,BIRRA CORONA 33CL X 24 VAP,BT,BT,1.0,1.1021,15,16.0198,16.0198,16.0198,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,BIRRE - 
,,CAFFETT - ,,,,,,,,73.0,73.0,73.0,07,2024,Categoria,CANTINA,CANTINA,BEVERAGE - ,CAFFETT - 
,,,BEV.CAF.00003,CAFFE IN GRANI,KG,GR,1000.0,17.0,2,34.0,34.0,34.0,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,CAFFETT - 
,,,BEV.CAF.00012,CREMA CAFFE,PZ,PZ,1.0,19.5,2,39.0,39.0,39.0,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,CAFFETT - 
,,DISTILL - ,,,,,,,,2.472,2.472,2.472,07,2024,Categoria,CANTINA,CANTINA,BEVERAGE - ,DISTILL - 
,,,BEV.DIS.00004,DISTILLATO TEQUILA JOSE' CUERVO,LT,CL,100.0,16.608,0.15,2.472,2.472,2.472,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,DISTILL - 
,,GIN - ,,,,,,,,24.3766,24.3766,24.3766,07,2024,Categoria,CANTINA,CANTINA,BEVERAGE - ,GIN - 
,,,BEV.GIN.00003,GIN HENDRIK'S,LT,CL,100.0,35.9489,0.2,7.1898,7.1898,7.1898,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,GIN - 
,,,BEV.GIN.00005,GIN MARE,LT,CL,100.0,37.3224,0.1,3.7322,3.7322,3.7322,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,GIN - 
,,,BEV.GIN.00006,GIN BROKER'S,LT,CL,100.0,8.073,1,6.5517,6.5517,6.5517,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,GIN - 
,,,BEV.GIN.00007,GIN MALFY,LT,CL,100.0,34.5143,0.2,6.9029,6.9029,6.9029,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,GIN - 
,,GUARTOP - ,,,,,,,,61.0198,61.0198,61.0198,07,2024,Categoria,CANTINA,CANTINA,BEVERAGE - ,GUARTOP - 
,,,BEV.GUA.00003,SCIROPPO COCCO,LT,CL,100.0,9.823,1.7,20.7886,20.7886,20.7886,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,GUARTOP - 
,,,BEV.GUA.00005,ANGOSTURA,BT,CL,20.0,12.5,1,12.5,12.5,12.5,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,GUARTOP - 
,,,BEV.GUA.00006,SCIROPPO ZUCCHERO DI CANNA,LT,CL,100.0,9.1291,0.7,5.3952,5.3952,5.3952,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,GUARTOP - 
,,,BEV.GUA.00007,SCIROPPO FIORI DI SAMBUCO 70CL,LT,CL,100.0,14.5805,1.4,22.336,22.336,22.336,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,GUARTOP - 
,,LIQUORI - ,,,,,,,,76.5368,76.5368,76.5368,07,2024,Categoria,CANTINA,CANTINA,BEVERAGE - ,LIQUORI - 
,,,BEV.LIQ.00002,LIQUORE CREMA DI LIMONCELLO,LT,CL,100.0,20.0,0.2,4.0,4.0,4.0,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,LIQUORI - 
,,,BEV.LIQ.00022,LIQUORE KALHUA,LT,CL,100.0,16.445,0.7,11.368,11.368,11.368,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,LIQUORI - 
,,,BEV.LIQ.00023,LIQUORE LIMONCELLO VILLA MASSA,LT,CL,100.0,14.9844,2,29.9688,29.9688,29.9688,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,LIQUORI - 
,,,BEV.LIQ.00027,LIQUORE LIMONCELLO TENTAZIONI LT.2,LT,CL,100.0,7.5217,4,31.2,31.2,31.2,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,LIQUORI - 
,,RUM - ,,,,,,,,78.7489,78.7489,78.7489,07,2024,Categoria,CANTINA,CANTINA,BEVERAGE - ,RUM - 
,,,BEV.RUM.00002,RUM BACARDI CARTA BLANCA,LT,CL,100.0,14.258,4.2,54.7489,54.7489,54.7489,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,RUM - 
,,,BEV.RUM.00004,RUM PAMPERO,LT,CL,100.0,11.0044,2,24.0,24.0,24.0,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,RUM - 
,,SOFDRINK - ,,,,,,,,466.8853,466.8853,466.8853,07,2024,Categoria,CANTINA,CANTINA,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00003,SUCCO ARANCIA AMITA 20CL X 24,BT,BT,1.0,0.48,19,9.12,9.12,9.12,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00004,SUCCO MIRTILLO AMITA 20CL X 24,BT,BT,1.0,0.697,4,2.814,2.814,2.814,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00005,SUCCO POMPELMO AMITA 20CL X 24,BT,BT,1.0,0.48,1,0.48,0.48,0.48,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00006,SUCCO ACE AMITA 20CL X 24,BT,BT,1.0,0.4979,5,2.5366,2.5366,2.5366,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00007,SUCCO PERA AMITA 20CL X 24,BT,BT,1.0,0.4879,7,3.605,3.605,3.605,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00008,SUCCO ANANAS AMITA 20CL X 24,BT,BT,1.0,0.6387,7,4.6403,4.6403,4.6403,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00009,SUCCO MELA VERDE AMITA 20CL X 24,BT,BT,1.0,0.4885,3,1.4979,1.4979,1.4979,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00010,SUCCO ALBICOCCA AMITA 20CL X 24,BT,BT,1.0,0.488,8,3.904,3.904,3.904,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00014,COCA COLA 33CL X 24 VAP,BT,BT,1.0,0.7661,124,93.8071,93.8071,93.8071,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00016,SCHWEPES GINGER ALE 18CL X 24,BT,BT,1.0,0.6177,1,0.6764,0.6764,0.6764,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00017,"LIMONATA LURISIA 27,5CL X 24",BT,BT,1.0,0.99,17,16.83,16.83,16.83,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00018,LEMONSODA 20CL X 24 VAP,BT,BT,1.0,0.4436,28,12.1276,12.1276,12.1276,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00023,CEDRATA TASSONI 18CL X 25,BT,BT,1.0,0.6815,9,5.5539,5.5539,5.5539,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00032,THE ESTATHE PESCA 250MLX24PZ,PZ,PZ,1.0,0.6517,21,16.1604,16.1604,16.1604,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00035,REDBULL 33CLX24PZ,BT,BT,1.0,1.2426,3,3.1306,3.1306,3.1306,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00038,GRANITA A LIMONE,PZ,PZ,1.0,15.0,2,30.0,30.0,30.0,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00039,SUCCO PESCA AMITA 20CLX24PZ,BT,BT,1.0,0.4838,14,7.28,7.28,7.28,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00040,GINGER BEER KILNEY 20CLX24 VAP,PZ,PZ,1.0,0.6333,6,3.7998,3.7998,3.7998,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00041,THE ESTATHE' LIMONE 250MLX24PZ,PZ,PZ,1.0,0.9274,15,13.1742,13.1742,13.1742,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00042,SCHWEPPES TONICA 18CLX24,PZ,PZ,1.0,1.0,74,48.0054,48.0054,48.0054,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00043,SPRITE 33CLX24 VAP,PZ,PZ,1.0,0.7633,16,12.1604,12.1604,12.1604,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00044,FANTA ORANGE 33CLX24 VAP,PZ,PZ,1.0,0.7503,33,24.7603,24.7603,24.7603,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00045,COCA COLA ZERO 33CLX24 VAP,PZ,PZ,1.0,0.7733,165,133.4541,133.4541,133.4541,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00047,"SUCCO ANANAS DERBY 1,5LTX6",LT,CL,100.0,1.2089,3,4.2321,4.2321,4.2321,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00051,"ACQUA TONICA SIFONE 1,5LT",PZ,PZ,1.0,2.4841,4,11.0985,11.0985,11.0985,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,SOFDRINK - 
,,,BEV.SOF.00052,SCHWEPPES SODA 20CLX24 PZ,PZ,PZ,1.0,0.7245,3,2.0367,2.0367,2.0367,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,SOFDRINK - 
,,VINBOLL - ,,,,,,,,694.2292,694.2292,694.2292,07,2024,Categoria,CANTINA,CANTINA,BEVERAGE - ,VINBOLL - 
,,,BEV.BOL.00001,PROSECCO TERRA SERENA 75CL X 6,BT,CL,0.75,5.7589,93,534.2292,534.2292,534.2292,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,VINBOLL - 
,,,BEV.BOL.00005,CHAMPAGNE GRANDE RESERVE ROSE 75 CL,BT,BT,1.0,29.7,1,29.7,29.7,29.7,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,VINBOLL - 
,,,BEV.BOL.00007,PROSECCO PRIMA CUVEE TREVISO 75 CL,BT,BT,1.0,7.8,4,31.2,31.2,31.2,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,VINBOLL - 
,,,BEV.BOL.00008,PROSECCO ROSE DOC 75 CL,BT,BT,1.0,9.45,2,18.9,18.9,18.9,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,VINBOLL - 
,,,BEV.BOL.00009,PROSECCO CUVEE PRESTIGE FRANCIACORTA75CL,BT,BT,1.0,29.5,1,29.5,29.5,29.5,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,VINBOLL - 
,,,BEV.BOL.00010,PROSECCO CUVEE REAL FRANCIACORTA 75 CL,BT,BT,1.0,16.9,3,50.7,50.7,50.7,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,VINBOLL - 
,,VINOBIAN - ,,,,,,,,406.3,406.3,406.3,07,2024,Categoria,CANTINA,CANTINA,BEVERAGE - ,VINOBIAN - 
,,,BEV.VIN.00002,VINO BIANCO SAMMARCO 75 CL,BT,CL,0.75,3.3,23,75.9,75.9,75.9,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,VINOBIAN - 
,,,BEV.VIN.00011,IL COLLE TRAMONTI 75 CL,BT,BT,1.0,11.0,5,55.0,55.0,55.0,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,VINOBIAN - 
,,,BEV.VIN.00012,BIANCOLELLA ISCHIA 75 CL,BT,BT,1.0,12.3,5,61.5,61.5,61.5,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,VINOBIAN - 
,,,BEV.VIN.00013,FALANGHINA DEI CAMPI FLEGREI 75 CL,BT,BT,1.0,5.5,8,44.0,44.0,44.0,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,VINOBIAN - 
,,,BEV.VIN.00014,GROTTE GRECO DI TUFO 75 CL,BT,BT,1.0,8.5,2,17.0,17.0,17.0,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,VINOBIAN - 
,,,BEV.VIN.00015,PENDINO FIANO DI AVELLINO 75 CL,BT,BT,1.0,8.5,5,42.5,42.5,42.5,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,VINOBIAN - 
,,,BEV.VIN.00016,PINOT GRIGIO FRIULI 75 CL,BT,BT,1.0,7.3,4,29.2,29.2,29.2,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,VINOBIAN - 
,,,BEV.VIN.00017,CHARDONNAY FRIULI 75 CL,BT,BT,1.0,7.3,4,29.2,29.2,29.2,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,VINOBIAN - 
,,,BEV.VIN.00018,VETTE SAUVIGNON BLANC 75 CL,BT,BT,1.0,8.5,4,34.0,34.0,34.0,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,VINOBIAN - 
,,,BEV.VIN.00019,PUNTA CROCE DOC 75 CL,BT,BT,1.0,18.0,1,18.0,18.0,18.0,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,VINOBIAN - 
,,VINOROSE - ,,,,,,,,175.4,175.4,175.4,07,2024,Categoria,CANTINA,CANTINA,BEVERAGE - ,VINOROSE - 
,,,BEV.VIN.00003,VINO ROSATO SAMMARCO 75 CL,BT,CL,0.75,4.5,17,76.5,76.5,76.5,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,VINOROSE - 
,,,BEV.VIN.00028,SALICERCHI DOC 75 CL,BT,BT,1.0,18.0,2,36.0,36.0,36.0,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,VINOROSE - 
,,,BEV.VIN.00029,ROSIE AGLIANICO IRPINIA 75 CL,BT,BT,1.0,7.9,1,7.9,7.9,7.9,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,VINOROSE - 
,,,BEV.VIN.00030,CAPITIROSE TRAMONTI 75 CL,BT,BT,1.0,11.0,5,55.0,55.0,55.0,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,VINOROSE - 
,,VINOROSS - ,,,,,,,,121.2,121.2,121.2,07,2024,Categoria,CANTINA,CANTINA,BEVERAGE - ,VINOROSS - 
,,,BEV.VIN.00004,VINO ROSSO SAMMARCO 75 CL,BT,CL,0.75,3.3,7,23.1,23.1,23.1,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,VINOROSS - 
,,,BEV.VIN.00020,VADANTICO AGLIANICO 75 CL,BT,BT,1.0,7.9,5,39.5,39.5,39.5,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,VINOROSS - 
,,,BEV.VIN.00023,PINOT NERO ISONZO 75 CL,BT,BT,1.0,17.5,1,17.5,17.5,17.5,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,VINOROSS - 
,,,BEV.VIN.00025,NIPOZZANO VECCHIE VITI 75 CL,BT,BT,1.0,16.9,2,33.8,33.8,33.8,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,VINOROSS - 
,,,BEV.VIN.00026,MONTEPULCIANO D'ABRUZZO 75 CL,BT,BT,1.0,7.3,1,7.3,7.3,7.3,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,VINOROSS - 
,,VODKA - ,,,,,,,,16.48,16.48,16.48,07,2024,Categoria,CANTINA,CANTINA,BEVERAGE - ,VODKA - 
,,,BEV.VOD.00001,VODKA ABSOLUT,LT,CL,100.0,16.7793,1,16.48,16.48,16.48,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,VODKA - 
,,WHISKY - ,,,,,,,,21.84,21.84,21.84,07,2024,Categoria,CANTINA,CANTINA,BEVERAGE - ,WHISKY - 
,,,BEV.WHS.00001,JACK DANIEL'S,LT,CL,100.0,21.84,1,21.84,21.84,21.84,07,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,WHISKY - 
,FOOD - ,,,,,,,,,831.4095,831.4095,831.4095,07,2024,Classe,CANTINA,CANTINA,FOOD - ,
,,FRUTTFRE - ,,,,,,,,66.786,66.786,66.786,07,2024,Categoria,CANTINA,CANTINA,FOOD - ,FRUTTFRE - 
,,,FOO.FRU.00002,ARANCE,KG,GR,1000.0,2.3627,11,18.0757,18.0757,18.0757,07,2024,Articolo,CANTINA,CANTINA,FOOD - ,FRUTTFRE - 
,,,FOO.FRU.00003,LIMONI,KG,GR,1000.0,2.7427,2.5,4.6493,4.6493,4.6493,07,2024,Articolo,CANTINA,CANTINA,FOOD - ,FRUTTFRE - 
,,,FOO.FRU.00004,LIME,KG,GR,1000.0,5.1834,6.63,44.061,44.061,44.061,07,2024,Articolo,CANTINA,CANTINA,FOOD - ,FRUTTFRE - 
,,MONODOLC - ,,,,,,,,3.08,3.08,3.08,07,2024,Categoria,CANTINA,CANTINA,FOOD - ,MONODOLC - 
,,,FOO.MON.00014,ZUCCHERO ERIDIANA ZOLLETTE 1KG,KG,KG,1.0,2.7077,0.7,3.08,3.08,3.08,07,2024,Articolo,CANTINA,CANTINA,FOOD - ,MONODOLC - 
,,OLIO - ,,,,,,,,43.2,43.2,43.2,07,2024,Categoria,CANTINA,CANTINA,FOOD - ,OLIO - 
,,,FOO.OLI.00004,OLIO DI OLIVA TORIELLO CL 250,PZ,PZ,1.0,4.8,9,43.2,43.2,43.2,07,2024,Articolo,CANTINA,CANTINA,FOOD - ,OLIO - 
,,ORTAGGI - ,,,,,,,,15.9913,15.9913,15.9913,07,2024,Categoria,CANTINA,CANTINA,FOOD - ,ORTAGGI - 
,,,FOO.ORT.00001,MENTA FRESCA,KG,GR,1000.0,9.8864,2.1,15.9913,15.9913,15.9913,07,2024,Articolo,CANTINA,CANTINA,FOOD - ,ORTAGGI - 
,,PANE - ,,,,,,,,228.4902,228.4902,228.4902,07,2024,Categoria,CANTINA,CANTINA,FOOD - ,PANE - 
,,,FOO.PAN.00008,PANINI FARINA BIANCA GR 40,KG,GR,1000.0,4.5067,25.35,114.2451,114.2451,114.2451,07,2024,Articolo,CANTINA,CANTINA,FOOD - ,PANE - 
,,,FOO.PAN.00009,PANINI INTEGRALI GR 40,KG,GR,1000.0,4.5067,25.35,114.2451,114.2451,114.2451,07,2024,Articolo,CANTINA,CANTINA,FOOD - ,PANE - 
,,PASTICCE - ,,,,,,,,1.6,1.6,1.6,07,2024,Categoria,CANTINA,CANTINA,FOOD - ,PASTICCE - 
,,,FOO.PPP.00023,PANNA HOPLA 200 ML,LT,CL,100.0,4.0477,0.4,1.6,1.6,1.6,07,2024,Articolo,CANTINA,CANTINA,FOOD - ,PASTICCE - 
,,SNACKSAL - ,,,,,,,,466.262,466.262,466.262,07,2024,Categoria,CANTINA,CANTINA,FOOD - ,SNACKSAL - 
,,,FOO.SNA.00001,ARACHIDI SALATE 1KGX12CF,KG,KG,1.0,5.5,13,71.5,71.5,71.5,07,2024,Articolo,CANTINA,CANTINA,FOOD - ,SNACKSAL - 
,,,FOO.SNS.00001,PATATINE PER APERITIVO,PZ,PZ,1.0,4.4127,50,234.4113,234.4113,234.4113,07,2024,Articolo,CANTINA,CANTINA,FOOD - ,SNACKSAL - 
,,,FOO.SNS.00002,TARALLI,KG,GR,1000.0,4.0042,13,48.9174,48.9174,48.9174,07,2024,Articolo,CANTINA,CANTINA,FOOD - ,SNACKSAL - 
,,,FOO.SNS.00003,OLIVE VERDI,KG,KG,1.0,6.995,16,111.4333,111.4333,111.4333,07,2024,Articolo,CANTINA,CANTINA,FOOD - ,SNACKSAL - 
,,SPEZIECO - ,,,,,,,,6.0,6.0,6.0,07,2024,Categoria,CANTINA,CANTINA,FOOD - ,SPEZIECO - 
,,,FOO.SPE.00022,ACETO BALSAMICO MANICARDI CL 250,PZ,PZ,1.0,3.0,2,6.0,6.0,6.0,07,2024,Articolo,CANTINA,CANTINA,FOOD - ,SPEZIECO - 
,PULIZIA - ,,,,,,,,,85.7691,85.7691,85.7691,07,2024,Classe,CANTINA,CANTINA,PULIZIA - ,
,,DETERGEN - ,,,,,,,,85.7691,85.7691,85.7691,07,2024,Categoria,CANTINA,CANTINA,PULIZIA - ,DETERGEN - 
,,,PUL.DET.00007,BRILLANTANTE LAVAST.TOPRINSE ECOLAB 5L,PZ,PZ,1.0,34.8149,1,16.8042,16.8042,16.8042,07,2024,Articolo,CANTINA,CANTINA,PULIZIA - ,DETERGEN - 
,,,PUL.DET.00015,DETERSIVO LAVAST. TOPMATIC ECOLAB 5LT,PZ,PZ,1.0,36.7483,2,68.9649,68.9649,68.9649,07,2024,Articolo,CANTINA,CANTINA,PULIZIA - ,DETERGEN - 
,VARIE - ,,,,,,,,,45.763,45.763,45.763,07,2024,Classe,CANTINA,CANTINA,VARIE - ,
,,CANCELLE - ,,,,,,,,3.353,3.353,3.353,07,2024,Categoria,CANTINA,CANTINA,VARIE - ,CANCELLE - 
,,,VAR.CAN.00023,ROTOLI CARTA 57X18 MM POS 1CFX10 PZ,PZ,PZ,0.0,0.3353,10,3.353,3.353,3.353,07,2024,Articolo,CANTINA,CANTINA,VARIE - ,CANCELLE - 
,,MONOUSO - ,,,,,,,,42.41,42.41,42.41,07,2024,Categoria,CANTINA,CANTINA,VARIE - ,MONOUSO - 
,,,VAR.MON.00011,BICCHIERI PLASTICA KRISTAL 40CL20CFX50PZ,CF,CF,1.0,2.5,3,7.5,7.5,7.5,07,2024,Articolo,CANTINA,CANTINA,VARIE - ,MONOUSO - 
,,,VAR.MON.00013,BICCHIERI PLASTICA KRISTAL 16CL30CFX100P,CF,CF,1.0,1.0,1,1.0,1.0,1.0,07,2024,Articolo,CANTINA,CANTINA,VARIE - ,MONOUSO - 
,,,VAR.MON.00014,BICCHIERI PLASTICA KRISTAL 25CL20CFX50PZ,CF,CF,1.0,1.7,2,3.4,3.4,3.4,07,2024,Articolo,CANTINA,CANTINA,VARIE - ,MONOUSO - 
,,,VAR.MON.00021,CANNUCCE PLASTICA ALTE NERE 1CFX1000PZ,CF,CF,1.0,6.0,1,6.0,6.0,6.0,07,2024,Articolo,CANTINA,CANTINA,VARIE - ,MONOUSO - 
,,,VAR.MON.00022,CANNUCCE PLASTICA BASSE NERE 1CFX1000PZ,CF,CF,1.0,5.0,1,5.0,5.0,5.0,07,2024,Articolo,CANTINA,CANTINA,VARIE - ,MONOUSO - 
,,,VAR.MON.00035,GUANTI MONOUSO MISURA M CHEF,CF,CF,1.0,5.5,2,11.0,11.0,11.0,07,2024,Articolo,CANTINA,CANTINA,VARIE - ,MONOUSO - 
,,,VAR.MON.00039,GUANTI MONOUSO MISURA S CHEF,CF,CF,1.0,5.5,1,5.5,5.5,5.5,07,2024,Articolo,CANTINA,CANTINA,VARIE - ,MONOUSO - 
,,,VAR.MON.00049,SPIEDINO APERITIVO BAMBOO 9CM 100PZ,CF,CF,1.0,1.81,1,1.81,1.81,1.81,07,2024,Articolo,CANTINA,CANTINA,VARIE - ,MONOUSO - 
,,,VAR.MON.00050,STUZZICADENTI FORCHETTINE 1000PZ,CF,CF,1.0,3.3733,1,1.2,1.2,1.2,07,2024,Articolo,CANTINA,CANTINA,VARIE - ,MONOUSO - 
,,,,,,,,,TOTALE,4206.6999,4206.6999,4206.6999,07,2024,Unknown,CANTINA,CANTINA,VARIE - ,MONOUSO - 
CANTINA,,,,,,,,,,385.7778,385.7778,385.7778,04,2024,Reparto,CANTINA,CANTINA,,
,BEVERAGE - ,,,,,,,,,281.7717,281.7717,281.7717,04,2024,Classe,CANTINA,CANTINA,BEVERAGE - ,
,,ACQUA - ,,,,,,,,7.2238,7.2238,7.2238,04,2024,Categoria,CANTINA,CANTINA,BEVERAGE - ,ACQUA - 
,,,BEV.ACQ.00005,ACQUA NATURALE 50CL X 12,BT,BT,1.0,0.15,48,7.2238,7.2238,7.2238,04,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,ACQUA - 
,,BIRRE - ,,,,,,,,9.6708,9.6708,9.6708,04,2024,Categoria,CANTINA,CANTINA,BEVERAGE - ,BIRRE - 
,,,BEV.BIR.00001,BIRRA NASTRO AZZURRO 33CL X 24 VAP,BT,BT,1.0,0.7535,11,9.6708,9.6708,9.6708,04,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,BIRRE - 
,,GIN - ,,,,,,,,53.3312,53.3312,53.3312,04,2024,Categoria,CANTINA,CANTINA,BEVERAGE - ,GIN - 
,,,BEV.GIN.00003,GIN HENDRIK'S,LT,CL,100.0,35.9489,0.5,17.9745,17.9745,17.9745,04,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,GIN - 
,,,BEV.GIN.00005,GIN MARE,LT,CL,100.0,37.3224,0.3,11.1967,11.1967,11.1967,04,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,GIN - 
,,,BEV.GIN.00007,GIN MALFY,LT,CL,100.0,34.5143,0.7,24.16,24.16,24.16,04,2024,Articolo,CANTINA,CANTINA,BEVERAGE - ,GIN - 
