Reparto,Classe,Categoria,Codice,Descrizione,U.M.A.,U.M.C.,Coeff Conv,Euro Medio,Quantita,Primo Per.,Sec. Per.
,,CARNEROS - ,,,,,,,,344.88,344.88
,,,FOO.CRO.00001,SALSICCIA AIA LUGANEGA,KG,KG,1.0,7.664,45,344.88,344.88
,,CEREALI - ,,,,,,,,102.6319,102.6319
,,,FOO.CER.00002,CEREALI CORN FLAKES ALPEDI' 1KG,KG,KG,1.0,3.8219,2.5,8.9578,8.9578
,,,FOO.CER.00003,CEREALI RISO SOFFIATO ALPEDI' 1KG,KG,KG,1.0,2.411,1,3.6705,3.6705
,,,FOO.CER.00004,MUESLI CIOCCOLATO E NOCCIOLE 1KG,KG,KG,1.0,5.1664,7.5,38.748,38.748
,,,FOO.CER.00006,CEREALI ALL BRAN KELLOGG'S GR.500,PZ,PZ,1.0,3.8617,2,7.7234,7.7234
,,,FOO.CER.00007,MUESLI FRUTTI ROSSI 500GR,KG,KG,1.0,5.4415,8,43.5322,43.5322
,,FORMAGG - ,,,,,,,,694.6835,694.6835
,,,FOO.FOR.00001,EMMENTAL ALPEDOR,KG,GR,1000.0,7.3838,37.85,279.4756,279.4756
,,,FOO.FOR.00003,FORMAGGIO PHILADELPHIA MONO 60PZ,CF,PZ,1.0,16.7349,8,133.8795,133.8795
,,,FOO.FOR.00017,SCAMORZA AFFUMICATA,KG,GR,1000.0,9.331,30.15,281.3284,281.3284
,,FRUTTFRE - ,,,,,,,,1010.3242,1010.3242
,,,FOO.FRU.00008,ANGURIA,KG,GR,1000.0,1.4229,221,314.4563,314.4563
,,,FOO.FRU.00009,MELONE CANTALUPO,KG,GR,1000.0,1.821,172,313.2046,313.2046
,,,FOO.FRU.00010,MELONE GIALLO,KG,GR,1000.0,1.489,257,382.6633,382.6633
,,FRUTTSEC - ,,,,,,,,94.9476,94.9476
,,,FOO.FRS.00008,SEMI DI GIRASOLE,KG,GR,1000.0,4.1133,2,8.2266,8.2266
,,,FOO.FRS.00011,MISTO ESOTICO,KG,GR,1000.0,9.3602,5,46.801,46.801
,,,FOO.FRS.00012,MISTO FRUTTI ROSSI,KG,GR,1000.0,12.493,2,24.986,24.986
