Reparto,Classe,Categoria,Codice,Descrizione,U.M.A.,U.M.C.,Coeff Conv,Euro Medio,Quantita,Primo Per.,Sec. Per.
,,,FOO.SAL.00006,PROSCIUTTO COTTO FERRARINI,KG,KG,1.0,7.7524,41.02,322.4724,322.4724
,,SCATOLAM - ,,,,,,,,436.3873,436.3873
,,,FOO.SCA.00001,FAGIOLI HEINZ 415GRX24PZ,PZ,PZ,1.0,2.9195,150,436.3873,436.3873
,,SEMILDOL - ,,,,,,,,7293.6822,7293.6822
,,,FOO.SDO.00004,TORTA ARTIGIANALE CAPRESE 1KG,PZ,PZ,1.0,15.0618,30,453.1589,453.1589
,,,FOO.SDO.00005,TORTA ARTIGIANALE CROSTATA 1KG,PZ,PZ,1.0,14.9028,23,328.8291,328.8291
,,,FOO.SDO.00006,TORTA ARTIGIANALE ALLE CAROTE 1 KG,PZ,PZ,1.0,14.8271,16,150.0672,150.0672
,,,FOO.SDO.00007,PLUMCAKE ARTIGIANALE CACAO 800GR,PZ,PZ,1.0,10.9522,15,144.7409,144.7409
,,,FOO.SDO.00008,PASTIERA NAPOLETANA 100GRX24PZ,PZ,PZ,1.0,1.1042,256,282.6686,282.6686
,,,FOO.SDO.00009,SFOGLIATELLE FROLLE 27GRX7KG,KG,KG,1.0,6.7571,23.73,160.3466,160.3466
,,,FOO.SDO.00010,SFOGLIATELLE RICCE 27GRX7KG,KG,KG,1.0,6.7571,45.44,307.044,307.044
,,,FOO.SDO.00011,SACCOTTINO AL CIOCCOLATO 30GRX150PZ,PZ,PZ,1.0,0.3513,1329,466.8958,466.8958
,,,FOO.SDO.00012,GIRELLA CREMA E UVETTA 30GRX150PZ,PZ,PZ,1.0,0.3513,764,268.4041,268.4041
,,,FOO.SDO.00013,CORNETTO VUOTO 30GRX150PZ,PZ,PZ,1.0,0.3513,1623,570.1839,570.1839
,,,FOO.SDO.00014,"CIAMBELLA MINI 25GRX2,5KG",KG,KG,1.0,15.04,25.48,383.2192,383.2192
,,,FOO.SDO.00015,"KRAPFEN AL CIOCCOLATO 20GRX2,5KG",KG,KG,1.0,16.24,31.5,511.56,511.56
,,,FOO.SDO.00016,MUFFIN MINI MELA CANNELLA 25GRX70PZ,PZ,PZ,1.0,0.4629,221,102.2957,102.2957
,,,FOO.SDO.00017,MUFFIN MINI CACAO 27GRX70PZ,PZ,PZ,1.0,0.4629,429,198.5808,198.5808
,,,FOO.SDO.00018,TRECCIA MINI NOCI PECAN 50GRX80PZ,PZ,PZ,1.0,0.5021,470,234.7002,234.7002
