Reparto,Classe,Categoria,Codice,Descrizione,U.M.A.,U.M.C.,Coeff Conv,Euro Medio,Quantita,Primo Per.,Sec. Per.
,,,BEV.VIN.00017,CHARDONNAY FRIULI 75 CL,BT,BT,1.0,7.3,5,36.5,36.5
,,,BEV.VIN.00018,VETTE SAUVIGNON BLANC 75 CL,BT,BT,1.0,8.5,3,25.5,25.5
,,,BEV.VIN.00019,PUNTA CROCE DOC 75 CL,BT,BT,1.0,18.0,1,18.0,18.0
,,VINOROSE - ,,,,,,,,126.8,126.8
,,,BEV.VIN.00003,VINO ROSATO SAMMARCO 75 CL,BT,CL,0.75,4.5,10,45.0,45.0
,,,BEV.VIN.00029,ROSIE AGLIANICO IRPINIA 75 CL,BT,BT,1.0,7.9,2,15.8,15.8
,,,BEV.VIN.00030,CAPITIROSE TRAMONTI 75 CL,BT,BT,1.0,11.0,6,66.0,66.0
,,VINOROSS - ,,,,,,,,228.4,228.4
,,,BEV.VIN.00004,VINO ROSSO SAMMARCO 75 CL,BT,CL,0.75,3.3,34,112.2,112.2
,,,BEV.VIN.00021,ALTA VALLE TAURASI 75 CL,BT,BT,1.0,17.4,2,34.8,34.8
,,,BEV.VIN.00024,BRUNELLO DI MONTALCINO 75 CL,BT,BT,1.0,28.0,1,28.0,28.0
,,,BEV.VIN.00025,NIPOZZANO VECCHIE VITI 75 CL,BT,BT,1.0,16.9,1,16.9,16.9
,,,BEV.VIN.00026,MONTEPULCIANO D'ABRUZZO 75 CL,BT,BT,1.0,7.3,5,36.5,36.5
,,VODKA - ,,,,,,,,69.94,69.94
,,,BEV.VOD.00001,VODKA ABSOLUT,LT,CL,100.0,16.7793,2.9,48.66,48.66
,,,BEV.VOD.00007,VODKA NEMIROFF,LT,CL,100.0,10.64,2,21.28,21.28
,,WHISKY - ,,,,,,,,76.0426,76.0426
,,,BEV.WHS.00001,JACK DANIEL'S,LT,CL,100.0,21.84,1,21.84,21.84
,,,BEV.WHS.00003,JOHNNY WALKER BLACK LABEL,LT,CL,100.0,31.7926,0.8,24.7466,24.7466
,,,BEV.WHS.00004,JAMESON,LT,CL,100.0,21.64,1.4,29.456,29.456
,FOOD - ,,,,,,,,,883.3938,883.3938
,,FRUTTFRE - ,,,,,,,,94.6822,94.6822
,,,FOO.FRU.00002,ARANCE,KG,GR,1000.0,2.3627,10,19.8715,19.8715
,,,FOO.FRU.00003,LIMONI,KG,GR,1000.0,2.7427,5,13.0939,13.0939
,,,FOO.FRU.00004,LIME,KG,GR,1000.0,5.1834,11.5,61.7168,61.7168
,,FRUTTSEC - ,,,,,,,,13.15,13.15
,,,FOO.FRS.00006,ARANCIA DISIDRATATA 100GR,PZ,PZ,1.0,13.15,1,13.15,13.15
,,OLIO - ,,,,,,,,76.8,76.8
,,,FOO.OLI.00004,OLIO DI OLIVA TORIELLO CL 250,PZ,PZ,1.0,4.8,16,76.8,76.8
,,ORTAGGI - ,,,,,,,,27.682,27.682
,,,FOO.ORT.00001,MENTA FRESCA,KG,GR,1000.0,9.8864,2.8,27.682,27.682
,,PANE - ,,,,,,,,261.2817,261.2817
,,,FOO.PAN.00008,PANINI FARINA BIANCA GR 40,KG,GR,1000.0,4.5067,21,94.6408,94.6408
,,,FOO.PAN.00009,PANINI INTEGRALI GR 40,KG,GR,1000.0,4.5067,21,94.6409,94.6409
,,,FOO.PAN.00017,PANFETTE GLUTEEN FREE GR 75 X 20PZ,PZ,PZ,1.0,1.8,20,36.0,36.0
,,,FOO.PAN.00021,PANFETTE INTEGRALI GLUTEN FREE GR17X20PZ,PZ,PZ,1.0,1.8,20,36.0,36.0
,,PASTICCE - ,,,,,,,,0.8095,0.8095
,,,FOO.PPP.00023,PANNA HOPLA 200 ML,LT,CL,100.0,4.0477,0.2,0.8095,0.8095
,,SEMILDOL - ,,,,,,,,78.0,78.0
,,,FOO.SDO.00059,TORTA COMPLEANNO,KG,KG,1.0,25.1613,3.1,78.0,78.0
,,SNACKSAL - ,,,,,,,,308.7884,308.7884
,,,FOO.SNA.00001,ARACHIDI SALATE 1KGX12CF,KG,KG,1.0,5.5,5.5,30.25,30.25
,,,FOO.SNS.00001,PATATINE PER APERITIVO,PZ,PZ,1.0,4.4127,39,172.0942,172.0942
,,,FOO.SNS.00002,TARALLI,KG,GR,1000.0,4.0042,9,36.5067,36.5067
,,,FOO.SNS.00003,OLIVE VERDI,KG,KG,1.0,6.995,10,69.9375,69.9375
,,SPEZIECO - ,,,,,,,,22.2,22.2
,,,FOO.MON.00015,MAIONESE HEINZ VETRO GR 30 X 72 PZ,PZ,PZ,1.0,0.85,2,1.7,1.7
,,,FOO.MON.00016,KETCHUP HEINZ VETRO GR 40 X 72 PZ,PZ,PZ,1.0,0.85,10,8.5,8.5
,,,FOO.SPE.00022,ACETO BALSAMICO MANICARDI CL 250,PZ,PZ,1.0,3.0,4,12.0,12.0
,VARIE - ,,,,,,,,,99.6943,99.6943
,,CANCELLE - ,,,,,,,,6.2706,6.2706
