Reparto,Classe,Categoria,Codice,Descrizione,U.M.A.,U.M.C.,Coeff Conv,Euro Medio,Quantita,Primo Per.,Sec. Per.
,,,BEV.SOF.00038,GRANITA A LIMONE,PZ,PZ,1.0,15.0,3,45.0,45.0
,,,BEV.SOF.00039,SUCCO PESCA AMITA 20CLX24PZ,BT,BT,1.0,0.4838,26,12.74,12.74
,,,BEV.SOF.00040,GINGER BEER KILNEY 20CLX24 VAP,PZ,PZ,1.0,0.6333,14,8.8662,8.8662
,,,BEV.SOF.00041,THE ESTATHE' LIMONE 250MLX24PZ,PZ,PZ,1.0,0.9274,7,6.1481,6.1481
,,,BEV.SOF.00042,SCHWEPPES TONICA 18CLX24,PZ,PZ,1.0,1.0,103,65.7839,65.7839
,,,BEV.SOF.00043,SPRITE 33CLX24 VAP,PZ,PZ,1.0,0.7633,32,24.32,24.32
,,,BEV.SOF.00044,FANTA ORANGE 33CLX24 VAP,PZ,PZ,1.0,0.7503,23,17.2569,17.2569
,,,BEV.SOF.00045,COCA COLA ZERO 33CLX24 VAP,PZ,PZ,1.0,0.7733,178,141.5981,141.5981
,,,BEV.SOF.00047,"SUCCO ANANAS DERBY 1,5LTX6",LT,CL,100.0,1.2089,9,10.88,10.88
,,,BEV.SOF.00051,"ACQUA TONICA SIFONE 1,5LT",PZ,PZ,1.0,2.4841,8,19.873,19.873
,,VINBOLL - ,,,,,,,,678.6032,678.6032
,,,BEV.BOL.00001,PROSECCO TERRA SERENA 75CL X 6,BT,CL,0.75,5.7589,96,552.5032,552.5032
,,,BEV.BOL.00003,CHAMPAGNE SECRET DE FAMILLE 75 CL,BT,BT,1.0,28.0,1,28.0,28.0
,,,BEV.BOL.00004,CHAMPAGNE PREMIERE CUVEE 75 CL,BT,BT,1.0,48.0,1,48.0,48.0
,,,BEV.BOL.00007,PROSECCO PRIMA CUVEE TREVISO 75 CL,BT,BT,1.0,7.8,4,31.2,31.2
,,,BEV.BOL.00008,PROSECCO ROSE DOC 75 CL,BT,BT,1.0,9.45,2,18.9,18.9
,,VINOBIAN - ,,,,,,,,441.3,441.3
,,,BEV.VIN.00002,VINO BIANCO SAMMARCO 75 CL,BT,CL,0.75,3.3,37,122.1,122.1
,,,BEV.VIN.00011,IL COLLE TRAMONTI 75 CL,BT,BT,1.0,11.0,12,132.0,132.0
,,,BEV.VIN.00012,BIANCOLELLA ISCHIA 75 CL,BT,BT,1.0,12.3,4,49.2,49.2
,,,BEV.VIN.00013,FALANGHINA DEI CAMPI FLEGREI 75 CL,BT,BT,1.0,5.5,9,49.5,49.5
,,,BEV.VIN.00014,GROTTE GRECO DI TUFO 75 CL,BT,BT,1.0,8.5,3,25.5,25.5
,,,BEV.VIN.00016,PINOT GRIGIO FRIULI 75 CL,BT,BT,1.0,7.3,3,21.9,21.9
,,,BEV.VIN.00017,CHARDONNAY FRIULI 75 CL,BT,BT,1.0,7.3,2,14.6,14.6
,,,BEV.VIN.00018,VETTE SAUVIGNON BLANC 75 CL,BT,BT,1.0,8.5,1,8.5,8.5
,,,BEV.VIN.00019,PUNTA CROCE DOC 75 CL,BT,BT,1.0,18.0,1,18.0,18.0
,,VINODESS - ,,,,,,,,7.5,7.5
,,,BEV.VDE.00001,MOSCATO SANTIQUARTA,BT,CL,0.75,7.5,1,7.5,7.5
,,VINOROSE - ,,,,,,,,129.9,129.9
,,,BEV.VIN.00003,VINO ROSATO SAMMARCO 75 CL,BT,CL,0.75,4.5,10,45.0,45.0
,,,BEV.VIN.00029,ROSIE AGLIANICO IRPINIA 75 CL,BT,BT,1.0,7.9,1,7.9,7.9
,,,BEV.VIN.00030,CAPITIROSE TRAMONTI 75 CL,BT,BT,1.0,11.0,7,77.0,77.0
,,VINOROSS - ,,,,,,,,125.4,125.4
,,,BEV.VIN.00004,VINO ROSSO SAMMARCO 75 CL,BT,CL,0.75,3.3,14,46.2,46.2
,,,BEV.VIN.00020,VADANTICO AGLIANICO 75 CL,BT,BT,1.0,7.9,1,7.9,7.9
,,,BEV.VIN.00022,BAROLO 75 CL,BT,BT,1.0,28.0,1,28.0,28.0
,,,BEV.VIN.00026,MONTEPULCIANO D'ABRUZZO 75 CL,BT,BT,1.0,7.3,1,7.3,7.3
,,,BEV.VIN.00027,MONTECORVO DOC 75 CL,BT,BT,1.0,18.0,2,36.0,36.0
,,VODKA - ,,,,,,,,32.96,32.96
,,,BEV.VOD.00001,VODKA ABSOLUT,LT,CL,100.0,16.7793,2,32.96,32.96
,,WHISKY - ,,,,,,,,40.08,40.08
,,,BEV.WHS.00002,JOHNNY WALKER RED LABEL,LT,CL,100.0,16.88,1,16.88,16.88
,,,BEV.WHS.00003,JOHNNY WALKER BLACK LABEL,LT,CL,100.0,31.7926,0.75,23.2,23.2
,FOOD - ,,,,,,,,,1103.6478,1103.6478
,,FRUTTFRE - ,,,,,,,,109.8653,109.8653
,,,FOO.FRU.00002,ARANCE,KG,GR,1000.0,2.3627,12,21.1036,21.1036
