Reparto,Classe,Categoria,Codice,Descrizione,U.M.A.,U.M.C.,Coeff Conv,Euro Medio,Quantita,Primo Per.,Sec. Per.
MANRESID,,,,,,,,,,62.7,62.7
,MANUTENZ - ,,,,,,,,,62.7,62.7
,,MAT.VARI - ,,,,,,,,62.7,62.7
,,,MAN.MAV.00038,TAPPETI (RESIDENCE),MT,MT,1.0,13.9333,4.5,62.7,62.7
,,,,,,,,,TOTALE,62.7,62.7
