Reparto,Classe,Categoria,Codice,Descrizione,U.M.A.,U.M.C.,Coeff Conv,Euro Medio,Quantita,Primo Per.,Sec. Per.
,,,FOO.SNS.00009,CROSTINI DORATI SAN CARLO 14PZ,PZ,PZ,1.0,0.9929,1,0.9929,0.9929
,,,FOO.SNS.00013,PATATINE SAN CARLO VIVACE 50GRX20PZ,PZ,PZ,1.0,0.8,3,2.4,2.4
,,,FOO.SNS.00014,PATATINE SAN CARLO POMODORO 50GRX20PZ,PZ,PZ,1.0,0.8,6,4.8,4.8
,PULIZIA - ,,,,,,,,,7.9523,7.9523
,,DETERGEN - ,,,,,,,,4.5314,4.5314
,,,PUL.DET.00013,ACE CANDEGGINA 3LTX6PZ,PZ,PZ,1.0,2.2657,2,4.5314,4.5314
,,STRPULIZ - ,,,,,,,,3.4209,3.4209
,,,PUL.STR.00001,PALETTA CON MANICO,PZ,PZ,1.0,2.4304,1,2.4304,2.4304
,,,PUL.STR.00013,SPUGNE SCOTCH-BRITE 3PZ X 40 CF,CF,CF,1.0,0.9905,1,0.9905,0.9905
,VARIE - ,,,,,,,,,105.4189,105.4189
,,CANCELLE - ,,,,,,,,0.4844,0.4844
,,,VAR.CAN.00051,ROTOLI CARTA 57X35 CASSA,PZ,PZ,0.0,0.2422,2,0.4844,0.4844
,,CARTBUSA - ,,,,,,,,54.0852,54.0852
,,,VAR.CAR.00006,CARTA IGIENICA LUCART 6PZX12CF,PZ,PZ,1.0,0.2491,20,4.9817,4.9817
,,,VAR.CAR.00015,BOBINA CARTA STRONG 800 STRAPPIX10,PZ,PZ,1.0,3.7585,1,3.7585,3.7585
,,,VAR.CAR.00016,BUSTE SHOPPER BIANCHE 400PZ (COLAZIONI),PZ,PZ,1.0,0.1345,10,1.345,1.345
,,,VAR.CAR.00024,BUSTE SPAZZATURA 120X140 20KG,CT,CT,1.0,44.0,1,44.0,44.0
,,MONOUSO - ,,,,,,,,50.8493,50.8493
,,,VAR.MON.00002,TOVAGLIOLI CARTA BIANCO 33X33(36CFX75PZ),CF,CF,1.0,0.85,1,0.85,0.85
,,,VAR.MON.00006,BICCHIERI CARTA 10 CL SP4 1X50 PZ,CF,CF,1.0,0.8381,5,4.1905,4.1905
,,,VAR.MON.00009,BICCHIERI CARTA 380ML NATURALICA 1X50PZ,CF,CF,1.0,5.5827,2,11.1654,11.1654
,,,VAR.MON.00011,BICCHIERI PLASTICA KRISTAL 40CL20CFX50PZ,CF,CF,1.0,2.5,4,10.0,10.0
,,,VAR.MON.00013,BICCHIERI PLASTICA KRISTAL 16CL30CFX100P,CF,CF,1.0,1.0,8,8.0,8.0
,,,VAR.MON.00014,BICCHIERI PLASTICA KRISTAL 25CL20CFX50PZ,CF,CF,1.0,1.7,3,5.1,5.1
,,,VAR.MON.00028,PALETTINA THE/CAFFE 11 CM 1CFX500PZ,CF,CF,1.0,4.5,2,9.0,9.0
,,,VAR.MON.00045,TOVAGLIOLI BAR 17X17 1CTX10CF,CF,CF,1.0,1.2717,2,2.5434,2.5434
,,,,,,,,,TOTALE,765.8165,765.8165
