Reparto,Classe,Categoria,Codice,Descrizione,U.M.A.,U.M.C.,Coeff Conv,Euro Medio,Quantita,Primo Per.,Sec. Per.
,,,FOO.GCO.00018,GELATO LIUK 1CTX32PZ,PZ,PZ,1.0,1.19,60,71.4,71.4
,,,FOO.GCO.00019,GELATO CUCCIOLONE MAXI 1CTX30PZ,PZ,PZ,1.0,1.49,55,81.95,81.95
,,,FOO.GCO.00020,GELATO SOLERO 1CTX25PZ,PZ,PZ,1.0,1.49,18,26.82,26.82
,,,FOO.GCO.00021,GELATO COPPA KIMBO 1CTX24PZ,PZ,PZ,1.0,1.64,15,24.6,24.6
,,,FOO.GCO.00022,GELATO CALIPPO A LIMONE 1CTX24PZ,PZ,PZ,1.0,1.49,40,59.6,59.6
,,,FOO.GCO.00023,GELATO CALIPPO COLA 1CTX24PZ,PZ,PZ,1.0,1.49,34,50.66,50.66
,,,FOO.GCO.00024,GELATO TREASURE BOX 1CTX18PZ,PZ,PZ,1.0,1.12,29,32.48,32.48
,,,FOO.GCO.00025,GELATO GHIACCIOLI EQUILIBRIA 1CTX30PZ,PZ,PZ,1.0,0.67,23,15.41,15.41
,,,FOO.GCO.00026,GELATO MAGNUM MANDORLE 1CTX20PZ,PZ,PZ,1.0,1.715,32,54.88,54.88
,,,FOO.GCO.00027,GELATO BIKINI NEW 1CTX20PZ,PZ,PZ,1.0,1.49,7,10.43,10.43
,,,FOO.GCO.00028,GELATO CREMINO 1CTX36PZ,PZ,PZ,1.0,1.19,25,29.75,29.75
,,,FOO.GCO.00030,GELATO COPPA RICA AMARENA 1CTX20PZ,PZ,PZ,1.0,1.64,18,29.52,29.52
,,,FOO.GCO.00031,GELATO SUPER TWISTER 1CTX28PZ,PZ,PZ,1.0,1.12,59,66.08,66.08
,,,FOO.GCO.00032,GELATO CHUCHES NEW 1CTX20PZ,PZ,PZ,1.0,1.49,23,34.27,34.27
,,,FOO.GCO.00033,GELATO CORNETTO TOGO 1CTX14PZ,PZ,PZ,1.0,1.715,14,24.01,24.01
,,LATTICIN - ,,,,,,,,472.5,472.5
,,,FOO.LAT.00003,MOZZARELLA FIOR DI LATTE,KG,GR,1000.0,7.5,43,322.5,322.5
,,,FOO.LAT.00007,BOCCONCINI 70GR,KG,GR,1000.0,7.5,20,150.0,150.0
,,MONODOLC - ,,,,,,,,10.4717,10.4717
,,,FOO.MON.00008,ZUCCHERO BUSTINE ERIDIANA 10KG,KG,KG,1.0,2.7154,3,7.8811,7.8811
,,,FOO.MON.00009,ZUCCHERO DI CANNA BUSTINE 10KG,KG,KG,1.0,2.9253,1,2.5906,2.5906
,,ORTAGGI - ,,,,,,,,245.0665,245.0665
,,,FOO.ORT.00002,POMODORO CUORE DI BUE,KG,KG,1.0,3.0293,12.1,30.3227,30.3227
,,,FOO.ORT.00008,RUCOLA,KG,GR,1000.0,5.0,3,17.25,17.25
,,,FOO.ORT.00009,POMODORINI DATTERINI ROSSI,KG,GR,1000.0,3.2,16.3,43.4784,43.4784
,,,FOO.ORT.00010,MISTICANZA,PZ,PZ,1.0,1.211,59,73.7087,73.7087
