Reparto,Classe,Categoria,Codice,Descrizione,U.M.A.,U.M.C.,Coeff Conv,Euro Medio,Quantita,Primo Per.,Sec. Per.
CUCINA,,,,,,,,,,50.1479,50.1479
,PULIZIA - ,,,,,,,,,50.1479,50.1479
,,DETERGEN - ,,,,,,,,42.0592,42.0592
,,,PUL.DET.00007,BRILLANTANTE LAVAST.TOPRINSE ECOLAB 5L,PZ,PZ,1.0,34.8149,1,16.8042,16.8042
,,,PUL.DET.00015,DETERSIVO LAVAST. TOPMATIC ECOLAB 5LT,PZ,PZ,1.0,36.7483,1,25.255,25.255
,,STRPULIZ - ,,,,,,,,8.0887,8.0887
,,,PUL.STR.00009,PAGLIETTE D'ACCIAIO 1CFX10PZ,PZ,PZ,1.0,1.6177,5,8.0887,8.0887
,,,,,,,,,TOTALE,50.1479,50.1479
